key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
the lake,d~kQqf$^+E,,,,,
the lamp,i?uY>z3GS_,,,,,
the laptop,"Jp(6,s=0L-",,,,,
the lawyer,DzQr&Y^=9V,,,,,
the leaf,CK`3%u(dg@,,,,,
the leg,IN8uW4K<{u,,,,,
the lemon,sWlHE}n~G7,,,,,
the letter,nO#~IH`l=Y,,,,,
the library,M3YZM2S[k9,,,,,
the light,IH@v_iDT^(,,,illumination,illumination,
the lip,Bz;&a6o9{s,,,,,
the location,y3>d}LTKfu,,,,,
the lock,v|^K8m$$H7,,,,,
the magazine,DVQCaPDudk,,,,,
the man,t.57v>)/YO,,,adult male,adult male,
the manager,up)BEXT}KK,,,,,
the map,A7V^@l8|U2,,,,,
the market,bQI~RYHWnR,,,,,
the meter,M0imI~y<)S,,,,,
the minute,yqCB4!/RM_,,,,,
the month,GZZWXyk&Bh,,,,,
the moon,gDS%f<s4+l,,,,,
the morning,tUIg[s2XrT,,,,,
the mother,IGc[q:d>n(,,,,,
the mountain,",=5SV~S(z",,,larger elevation,larger elevation,
the mouse,pKJtA<ZgO8,,,,,
the mouth,h=E8o>V{u$,,,,,
the movie,C`z}b-kGCt,,,,,
the neck,FG8&Kp>0GD,,,,,
the needle,EfM@[SO9~n,,,,,
the neighbor,v#Xc>:8)XX,,,,,
the network,h:z7i^0;un,,,,,
the newspaper,kO*nb+Z6nC,,,,,
the night,N`%$eT9!}k,,,,,
the north,bn57Yr/``X,,,,,
the nose,D3:m(I*nY{,,,,,
the note,jH0pmx3i]y,,,,,
the noun,m#]$d9UJ?P,,,,,
the number,k%Vhq<%?A,,,,,
the ocean,"NE,3xcr.e;",,,"larger, open","larger, open",
the office,CHP#VMa>w1,,,,,
the orange,LS1{F7tYHy,,,fruit,fruit,
the outside,NIfuKH/y#F,,,,,
the page,zR(9)dZ%MP,,,in a book,in a book,
the paint,xP69Me0mM.,,,,,
the pants,J[>PuZyma;,,,,,
the paper,qNF+-xH1!u,,,,,
the parent,i[4K5q.xi2,,,,,
the park,At5hhW^yf&,,,,,
the patient,AO0R~AArS%,,,,,
the pattern,i;gXvtF.EA,,,,,
the pen,K}YQrMDSsU,,,,,
the pencil,ly1A9W?~+*,,,,,
the person,rN-EH;{Po*,,,,,
the photograph,Q>tfKA_!`O,,,,,
the piece,b4ynTZr4c~,,,,,
the pig,vpuR+Jz`b/,,,,,
the plane,myYK?#uUgV,,,,,
the plant,s5I?d$aS2T,,,,,
the plate,gWU>-N?b51,,,,,
the player,x?k:;XTrZs,,,,,
the pocket,N.x7o(|Ne#,,,,,
the police,E?BWJF`R!h,,,,,
the pool,mFIt{%Do.],,,,,
the pork,o7MJ:hY&v-,,,,,
the pound,k?)A]&h<F?,,,,,
the president,g(wf>:VHlF,,,,,
the price,zj-k1H=[[<,,,,,
the priest,fos-wh2rX.,,,,,
the program,m6XEh/z-;9,,,,,
the queen,L2E#_-|-Zi,,,,,
the radio,dH1qT42Jz[,,,,,
the rain,lRAx*IN&L[,,,,,
the reporter,C]yCaW)6?0,,,,,
the restaurant,o~nTu)uP*j,,,,,
the ring,VTj[SB6k0,,,,,
the river,"C)W,pp8vPF",,,flowing water,flowing water,
the roof,fmqZLZbwLg,,,"outside, on top","outside, on top",
the room,oq@I!0[_fa,,,,,
the root,ot!1~+{7B(,,,,,
the sand,OEfIbFA)GZ,,,,,
the school,N[b]pBE6P;,,,,,
the screen,iiJkdZG@w`,,,,,
the sea,eC6$+og85G,,,"smaller, near coast","smaller, near coast",
the season,fTgf$WcD`*,,,,,
the second,K[7T^OQygs,,,,,
the secretary,d|Fh(6>EGF,,,,,
the seed,HWaO;.D2{=,,,,,
the ship,u6UE9)E5<s,,,,,
the shirt,"w1.30[0,fO",,,,,
the shoes,fVb;2?2{pV,,,,,
the shoulder,K[sl;/j*ar,,,,,
the side,w`ELC]@Y1C,,,left or right,left or right,
the sign,Dz1X$%yPbB,,,,,
the sister,y9Ewudm!r|,,,,,
the skin,vo9B[3`Fpx,,,,,
the skirt,rXM|:?MAY`,,,,,
the sky,4LD8+Gk$=,,,,,
the snow,J~h<[(#[RW,,,falls from sky,falls from sky,
the soap,me/ewD`DRz,,,,,
the soldier,l$_By`&k`o,,,,,
the son,I-7$zl(GjY,,,,,
the song,LN!4r2RAmq,,,,,
the sound,HKv)7$<9%l,,,,,
the soup,FYVd*[/Ucb,,,,,
the south,c[-Y81?7CX,,,,,
the spoon,nX*|n;6{+[,,,,,
the Spring,u-#{:imULb,,,,,
the square,b][s{6SvQ5,,,,,
the stain,ct6HG8unl,,,,,
the star,gOpvz9.#n#,,,,,
the store/shop,qAA!pLeF=Y,,,,,
the street/road,hS|bKQCL:E,,,,,
the student,"D*)Q`miYZ,",,,,,
the suit,J1CZw6[FX7,,,,,
the Summer,"r8,Y63^,@R",,,,,
the sun,ZMXqLu_0d,,,,,
the T-shirt,GnuZ1;|q+>,,,,,
the table,"oB,=gWv:Uz",,,,,
the teacher,"nMj/9)o~^,",,,,,
the team,Bq3|KCh?)],,,,,
the tear,gRDQ;2o48{,,,,,
the telephone,vq1H$u;b/S,,,,,
the television,"e(I!`l(rq,",,,,,
the theater,e3A7Afj&:N,,,,,
the ticket,cVz}eBEg?N,,,,,
the time,GN6Ao(31g;,,,,,
the tire,MW2Sh2A$Kp,,,,,
the toe,"ryPp?-ER,5",,,,,
the tongue,MMMtm8m^#s,,,,,
the tool,"n(=,wAGT-r",,,for work,for work,
the tooth,J2VVB9(Z5(,,,,,
the top,i_UhnM:0g>,,,,,
the town,nWXSV<5IO9,,,smaller,smaller,
the train,y{nZ;oQ#xa,,,,,
the train station,g+ji+zMY.:,,,,,
the tree,"k,fCu1je}{",,,living plant,living plant,
the truck,vM:SN[5`y.,,,,,
the university,BLm&*$lw({,,,,,
the valley,QFSAbtdiRe,,,,,
the verb,K(4wv?2Ut|,,,,,
the victim,upA~BvM]UA,,,,,
the voice,ptPob.;A:%,,,,,
the vowel,rC~y&Cq>F+,,,,,
the waiter,zpTSDIl*fL,,,,,
the wall,xUaQ|FIwFE,,,,,
the wave,hdFCoGwNU`,,,,,
the week,kP[]G?)xv7,,,,,
the west,Fqr+>gi{bO,,,,,
the wife,j;qdvWJh^b,,,,,
the wind,Jmc>EwP{5R,,,moving air,moving air,
the window,BBs7UpEJ[-,,,,,
the wing,I;u=(8JX<a,,,,,
the Winter,s%yw:gFclE,,,,,
the woman,k<px&>C8/2,,,adult female,adult female,
the world,z}qP_AQers,,,,,
the yard,d>#6U`%-XB,,,,,
the year,FM!^r`U_LM,,,,,
they,G*rlNNe4Ik,,,,,
thick,nr[_an[R||,,,,,
thin,Fwm@1&./gs,,,,,
third,I{.m+5y0O0,,,,,
thirteen,o7l9ia1k@Z,,,,,
thirty,xP{{yrXck(,,,,,
thirty-one,cS=q&cfb!i,,,,,
thirty-two,f5mQqS&oWO,,,,,
three,ix<yzx#=]U,,,,,
Thursday,Aot(KlMeBo,,,,,
tight,JkIAlB/u{3,,,,,
to beat,OOL>r/;w?_,,,,,
to bend,"Kc6wBi~a,|",,,,,
to break,GIQhu99bM5,,,,,
to build,IL}Q2)m:DD,,,,,
to burn,K.9EV;bv6g,,,,,
to buy,oE3tY?QDyu,,,,,
to call,C[shMgJjRG,,,,,
to carry,zq-mf=Jf{G,,,,,
to catch,m28iND8>6s,,,,,
to clean,Q#[<W($^M8,,,,,
to close,C1{_}--Cs:,,,,,
to cook,uza!</#<Yb,,,,,
to count,i*2f>Z4?Em,,,,,
to cry,plJaE`(GuN,,,,,
to cut,kxG?J%zj-!,,,,,
to dance,"rtJgKu/,-y",,,,,
to die,zIH>-dlkiA,,,,,
to dig,G|FQ7d@e:.,,,,,
to draw,I6D*GiqgCB,,,,,
to drink,oHcSdz:oPj,,,,,
to drive,EtoNqt_jbI,,,,,
to eat,JZ}YR?flD#,,,,,
to explode,wcx-ubLAxT,,,,,
to fall,boC/~lIa!f,,,,,
to feed,nQdL/d*sW>,,,,,
to fight,Logb`M#TxB,,,,,
to find,"Aqzt*,xBJG",,,,,
to fly,JUA5F7KdgN,,,,,
to follow,zDv}Wx+^_A,,,,,
to go,"xwu,z&SZWf",,,,,
to grow,hxG.H7S1o2,,,,,
to hang,"Ny,Lx.&eLn",,,,,
to hear,yo~ZK<x?UG,,,perceive sound,perceive sound,
to jump,x%iLkU`<AW,,,,,
to kill,dB.pmc^@BI,,,,,
to kiss,w&[@@$yk:H,,,,,
to laugh,QJ^=d!]4x0,,,,,
to learn,huw.n1`m:j,,,,,
to lie down,KQP]U(9Lo#,,,,,
to lift,B9kQ7Q5:^?,,,,,
to listen,nx-r[/d)fQ,,,pay attention to,pay attention to,
to lose,Hf>P<P-<&t,,,,,
to love,jmnPds$hnZ,,,,,
to marry,KECkvB=)],,,,,
to melt,ggTQ*jsl^d,,,,,
to mix / to stir,dlKB^a`;iJ,,,,,
to open,FKL%OYXvk!,,,,,
to pass by,j(<UWk2u!;,,,,,
to pay,Gjx!jM|LEw,,,,,
to play,f}{c}pd$<@,,,,,
to pray,n%ei=&MR)V,,,,,
to pull,bL3KDMQWb],,,,,
to push,"G`6.8V,u@+",,,,,
to run,Da86rRqOT<,,,,,
to see,jY[je)+h/9,,,perceive with eyes,perceive with eyes,
to sell,LnO@g(qC3(,,,,,
to shake,I~I/4#d7n-,,,,,
to shoot,BTF2Ih&R>A,,,,,
to sign,H<%B)2oQQS,,,,,
to sing,w8PK?fR3?(,,,,,
to sit,L[NX4{pKiY,,,,,
to sleep,sYgbPXj.GQ,,,,,
to smell,h4{rjv#|!#,,,,,
to smile,cCTM@rewst,,,,,
to speak / to say,&;Gc.zVVh,,,,,
to stand,irG1D-|WsI,,,,,
to stop,kjmy{uzhNS,,,,,
to swim,vd<_I1Ot9s,,,,,
to taste,w4H@g#BI47,,,,,
to teach,Pb^-|)E$if,,,,,
to think,oh[iz;?Z1$,,,,,
to throw,q>Jh[2q$)$,,,,,
to touch,gG7;hodnT1,,,,,
to turn,nQMreU)(^$,,,,,
to wake up,hl^t:|]d#u,,,,,
to walk,p!a$SmAft),,,,,
to wash,o0*ueRwD}F,,,,,
to watch,BOBUeO`[BE,,,observe over time,observe over time,
to wear,Pml1XCg_RU,,,,,
to win,gELfl/)}Hn,,,,,
to work,CV$?.gRw8*,,,,,
to write,DIb$dBc9*&,,,,,
transportation,HAdsbkHM0j,,,,,
Tuesday,wGUY9&?8Xw,,,,,
twelve,CRAfL;{ySq,,,,,
twenty,lSiN?rRr05,,,,,
twenty-one,DW2m[TI)w>,,,,,
twenty-two,Px~t&dIw{j,,,,,
two,DnzU^T?#`7,,,,,
ugly,"efP,:}<0pG",,,,,
up,siJQ?Xi$^.,,,,,
war,n+uKm[.KOd,,,,,
warm,ovfW<a/nv),,,mildly hot,mildly hot,
water,ej!IrkST>A,,,,,
we,d:{;xZ(:xb,,,,,
weak,Hj[[^u#cys,,,,,
wedding,EE#iR_@jn=,,,the ceremony,the ceremony,
Wednesday,BzRr5(g+K!,,,,,
weight,K[nO-k2/^2,,,,,
wet,gcZv*P4CQ*,,,,,
white,lRkwq(.OE5,,,,,
wide,pPdpFc2;+0,,,,,
wine,QU&r[H7Tq@,,,,,
wood,EGbkprAj9P,,,material,material,
yellow,L8&Y0F~HrX,,,,,
yes,"x~XMZ=]r},",,,,,
"you [plural, y'all]",qi`n.q.@{!,,,,,
you [singular],v2/11f0;GM,,,,,
young,l~5hkqy*;n,,,,,
