key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
music,jSu9{R7&;;,,,,,
narrow,K~j6KpfSbM,,,,,
nature,dDWu/?5Wte,,,,,
new,o}WTlFB&Xh,,,,,
nice,p~iU%F<o_9,,,,,
nine,y:u.yk-9AI,,,number,number,
nineteen,"uW,C)H7fZ<",,,,,
ninety,uA/r2~pqQI,,,,,
ninety-one,xlx)O<1D1a,,,,,
ninety-two,jW@ObDIr$r,,,,,
no,"pIwX%e,4x@",,,negative,negative,
November,N#P2Uqhl*H,,,,,
nuclear,C<rdY_2FK*,,,,,
October,wH77&u6`e},,,,,
oil,fivV2H&/?u,,,,,
"old [opposite of ""new""]",I%wVC7=r0;,not recently made,,,,
"old [opposite of ""young""]",o{M=4x~Y*[,age of person,,,,
one,th9gBCYA4g,,,,,
one billion,"nF,6B_):8/",,,,,
one hundred,y&v_1X4QuJ,,,,,
one hundred eleven,M+w?<z6uD5,,,,,
one hundred one,H[B^f<L%s9,,,,,
one hundred ten,P-]<a*ye3^,,,,,
one hundred thousand,`vV9ZwTAU,,,,,
one hundred two,gV?$^KkyAS,,,,,
one million,"KA|w,_:l[0",,,,,
one thousand,c{hi`:c^b8,,,,,
one thousand one,h#tPottB|s,,,,,
orange,AI}Wiq#jWt,,,,,
pain,y{Y#PEN@<S,,,,,
peace,s<]vWjxS_%,,,,,
pink,"eszyM5I9,s",,,,,
plastic,vj5I-h:7|r,,,,,
poison,G#X{9j#}iH,,,,,
poor,ytJ+X/<Kp+,,,,,
prison,O>_V{wh.2B,,,,,
quiet,JQu63fw||`,,,,,
race [human group],egLfoISuHj,human group,,,,
race [sport],"ETJd`,m<j)",competition,,,,
red,"dH(~$(,Y2P",,,,,
relationship,waiP4~!~ny,,,,,
religion,C*_fYc+Sim,,,,,
rice,AF[JF!#Tn1,,,,,
rich,Dw`~/Dtwu7,,,,,
right [direction],qR*SSJ*+e0,,,,,
sad,i[FakWn`#N,,,,,
salt,MkvPy2P[P=,,,,,
Saturday,cate^a<1aM,,,,,
science,=jldSQ@V7,,,,,
second,eooL)o8>H+,,,,,
September,zu#mdqhok_,,,,,
seven,i>MID(.wi7,,,,,
seventeen,"n-Ep,e|Fy-",,,,,
seventy,qyFYEr`UL/,,,,,
seventy-one,"N,D[V.(dWl",,,,,
seventy-two,L!F:@r=m{j,,,,,
sex [gender],pAsM5GoEB&,male or female,,,,
sex [the act],x;[8hBnM~~,intercourse,,,,
shallow,vtgn<=T58A,,,,,
she,i`1R6)2wYh,,,female,female,
"short [opposite of ""long""]",n7/OE~YpdH,length,,,,
"short [opposite of ""tall""]",v&~[y]:o/y,height,,,,
sick,w]-8y|zv}m,,,,,
silver,OO&(saI}M5,,,,,
six,M=~A)D_/MY,,,,,
sixteen,F!GL&}3-2>,,,,,
sixty,>%m7m3&~Z,,,,,
sixty-one,o{&)?5zB4/,,,,,
sixty-two,hs75THVM7#,,,,,
slow,l|8~8/Ee(o,,,,,
small / little,yO1Y3$Yi<j,,,,,
soft,fv)qr)<H$=,,,,,
soil/earth [ground],wIzl-M2s0E,dirt,,,,
space,pcByDnD8=N,,,,,
sport,r$ohF-PYR#,,,competitive game,competitive game,
stone,Kkr?h[hM-),,,,,
straight,n)QIzy;BTV,,,,,
strong,gls}fh{`Ir,,,,,
sugar,qq2h3`^S2u,,,,,
Sunday,x$Dx@Pq?r1,,,,,
sweat,HyBMb.c;nC,,,,,
tall,GA$:t>Bs=o,,,,,
tea,x%6JR6Ckt:,,,,,
technology,D{[/uO&2G2,,,,,
temperature,q#0Kw}^5P5,,,,,
ten,wa6c85lw<+,,,,,
ten thousand,D+r:xO{SGP,,,,,
the actor,mpkx`F4#cW,,,,,
the adjective,k-2J%kBuUG,,,,,
the adult,UQ2:IVOJh,,,,,
the afternoon,zm!@ST?;|^,,,,,
the air,Az&k<*PhH@,,,,,
the airport,MQQ%0.hnIE,,,,,
the animal,Bd(-*p[6y6,,,,,
the apartment,iUE4Q6F0JU,,,,,
the apple,G+RzQB|BD},,,,,
the arm,q}/q!8MG6r,,,,,
the army,I<0o1^+A(,,,,,
the artist,O@JKvQ}bYz,,,,,
the attack,knTNSNqsy_,,,,,
the author,lzQ4>x)zKy,,,,,
the baby,dhk+!qv/6y,,,,,
the back [anatomy],c{xxY#Kx]I,body part,,,,
the back [location],p/uD;r.f~_,behind,,,,
the bag,k&ghbF-$/X,,,,,
the ball,CDW7QTGE}O,,,,,
the banana,"w,d)wK?9`",,,,,
the band [music],QUBsVs+h+O,musical group,,,,
the bank,nmcvHZ}rBm,,,,,
the bar,FggASmwkgO,,,,,
the bathroom,Os*^:MZa~=,,,,,
the beach,m|7$m4Re:f,,,,,
the beard,v$Sw0Y}Bfu,,,,,
the bed,hW<:vQqfzJ,,,,,
the bedroom,kE<iJ-D$H4,,,,,
the beef,dO@pBV=IHW,,,,,
the beverage,P~ewXwq>w:,,,,,
the bicycle,P[XApK[{1],,,,,
the bill [bank note],x]zIuQ=0:Q,money,,,,
the bird,kt-iBb#S_S,,,,,
the boat,Ccn*Yx-}JL,,,,,
the body,tFohi6#6OB,,,,,
the bone,kjC-`?3zAD,,,,,
the book,P70bt:bN14,,,,,
the bottle,bUjwY=vCG3,,,,,
the bottom,h2^jRMaM_T,,,lowest point,lowest point,
the box,o(8$Xr#yK4,,,,,
the boy,"qZ6K,.]EX)",,,young male,young male,
the brain,J>u]$=W]I),,,,,
the bread,Br?J@[f2(8,,,,,
the bridge,Ri%3jrL[@|,,,,,
the brother,NJ_{hg2+T(,,,,,
the building,tzOU`eJ!>=,,,,,
the bus,zVXq]ko[kY,,,,,
the cake,J7E|L$097@,,,,,
the camera,x%C)qwNeGI,,,,,
the camp,"C,=A6k<9Ra",,,,,
the car,b>oZBhv0ym,,,,,
the card,"f*AEljT/c,",,,,,
the cat,u&FX0;+}de,,,,,
the ceiling,o=02w~kDqo,,,inside,inside,
the cell phone,"f@fZ,1[ho7",,,,,
the centimeter,j?R6Vx.WJr,,,,,
the chair,G(yCE2Hr$>,,,,,
the cheese,qnpb){iXOH,,,,,
the chicken,nZ`Rv>4z>q,,,,,
the child,yIMbrC{_tl,,,,,
the church,rS:Q><uC@k,,,,,
the circle,DQO46cPmsG,,,,,
the city,tyW>~&Qrj;,,,,,
the clock,B5VF[FT`]$,,,device,device,
the clothing,gRY/)F|~-),,,,,
the club,hHHnA]$B)D,,,,,
the coat,m8EFWk@Z^_,,,,,
the color,"F}WmjI,luc",,,hue,hue,
the computer,k1[?#BQw;b,,,,,
the consonant,jPz_aAHAs{,,,,,
the contract,LM`qW+P[4H,,,,,
the corn,Aq!-Ao1!m~,,,,,
the corner,i*sKdmoBt,,,,,
the country,voil6oXPP_,,,,,
the court,lRwQ!NVL`*,,,,,
the cow,CjaXmkxzpk,,,,,
the crowd,h~f~;aRfSC,,,,,
the cup,1c?&W8@TU,,,,,
the date,:&J^`6qR:,,,,,
the daughter,e967hLd5>R,,,your child,your child,
the day,DFRQ9k`$e%,,,,,
the direction,"u,%xmH_0|m",,,,,
the doctor,y7lfL3zU6:,,,,,
the dog,r%]AN1g}$v,,,,,
the dollar,BU.;{/Lc#r,,,,,
the door,qb+_oR;doc,,,,,
the dot,GZz;SUD5C],,,,,
the dream,mEnU>$Tjcn,,,,,
the dress,"e,Mdh_z&DB",,,women's garment,women's garment,
the drug,q?a^UkIlJ-,,,pharmaceutical,pharmaceutical,
the ear,f8p~B6nCM7,,,,,
the east,hyagk%G&sd,,,,,
the edge,NBCM*q&m)y,,,,,
the egg,r78l45R)Mi,,,,,
the election,y%fqD;T%j|,,,,,
the engine,iQ@l@yq}o1,,,,,
the evening,"c0{JE{j,K6",,,,,
the eye,H+EjozE}jE,,,,,
the face,FzCc@T<b3!,,,,,
the Fall,B9U>24qT7q,,,,,
the family,p:&_X=.*(Q,,,,,
the fan [appliance],jl=IaWO~x/,cooling device,,,,
the fan [person],"z]V,V#%}|S",,,,,
the farm,O-e2&;MGw0,,,,,
the father,b{y%n!*Bco,,,,,
the finger,"M],0^~QqLA",,,,,
the fire,BSNf<l;zWc,,,,,
the fish,xvLSQc#>[P,,,,,
the floor,q^xZm{>c!b,,,,,
the flower,vOamdCLxV%,,,,,
the foot,NE3|2RACt1,,,below ankle,below ankle,
the foot [measurement],q7S<$x&tJs,unit of length,,,,
the forest,"b*A*/DzU,z",,,,,
the fork,yrE8=OZH@N,,,,,
the friend,bANh/J)k8_,,,,,
the front,"C@,vvoz1OH",,,,,
the game,D>fXAjQaZw,,,,,
the garden,d_lx~]=Juk,,,,,
the gasoline,i[|ZRU&;<5,,,,,
the gift,m;+YH:*Br~,,,,,
the girl,"u>;j,1;2#r",,,young female,young female,
the grandfather,k:j/xfE)th,,,,,
the grandmother,g-w.H~]}U@,,,,,
the grass,"vg,lmw_8UH",,,,,
the ground,o^EFAGl$z|,,,surface,surface,
the gun,NkRZJo;[DZ,,,,,
the hair,zz_!quQCBQ,,,,,
the half,lJMevfzeU[,,,,,
the hand,P#:#Jx7kA6,,,,,
the hat,x3%}O.?nu;,,,,,
the head,s#EICe(r>N,,,,,
the heart,l[qf~@[&3%,,,,,
the heat,waBiR.*2lY,,,,,
the hill,HK)<6@aEyF,,,,,
the hole,C)90;##71A,,,,,
the horse,zL*_hG`:W),,,,,
the hospital,LmUB~Cs/h[,,,,,
the hotel,t>Y#s3oNeq,,,,,
the hour,SbKyAkdTL,,,time unit,time unit,
the house,N&SFVzfx#!,,,,,
the human,"q,V8W#?vn:",,,,,
the husband,"ciX,_TK:s",,,,,
the ice,eSq&MHei<r,,,,,
the image,Hia3RoHg[O,,,,,
the inch,ivlUh;pnc0,,,,,
the injury,GY?Muc8T=p,,,,,
the inside,h?Egi3Gn8p,,,,,
the instrument,m[-M;?k5$f,,,,,
the island,H_tKE^H7};,,,,,
the job,n~O3syy4v+,,,,,
the key,nb9*!HRBdY,,,,,
the kilogram,zT8IoeAV+*,,,,,
the king,eCxEa!}6w.,,,,,
the kitchen,"xR3.,5)Rjp",,,,,
the knee,EHlJUpd&yE,,,,,
the knife,O~rCIt*}_x,,,,,
the lake,q]rcw&EAme,,,,,
the lamp,ufYt]^&R39,,,,,
the laptop,E#].n-?j1/,,,,,
the lawyer,gl>)`lH+#~,,,,,
the leaf,O<t`QW@?B?,,,,,
the leg,L}u~-E*7CG,,,whole limb,whole limb,
the lemon,OM/~:v3GYU,,,,,
the letter,qj`hW>#QP=,,,,,
the library,bh@6/m6v/I,,,,,
the light,Ci}3c1V)tP,,,,,
the lip,"Ea#G,%=Eoe",,,,,
the location,F&<&wvJxf),,,,,
the lock,qo^=7W_BQ7,,,,,
the magazine,"G::p/I6M,^",,,,,
the man,Lf>D}1cJGd,,,,,
the manager,AwY>tBt#cN,,,,,
the map,i.>4I9)2y@,,,,,
the market,J>@Kv0;+2T,,,,,
the meter,BV#OHmC=U6,,,,,
the minute,CkH9PM5U&P,,,,,
the month,"cn4,fP%hE+",,,time period,time period,
the moon,N+%4ws[yrw,,,celestial body,celestial body,
the morning,m=AdWs+lZA,,,,,
the mother,B6BJX<ntYx,,,,,
the mountain,gD>)Iq9T0$,,,,,
the mouse,s?zV6H]>kb,,,,,
the mouth,m_bK`&UJo@,,,,,
the movie,Ko`%EWQ?!O,,,,,
the neck,I-s}zBJQ)p,,,,,
the needle,F{9q#vS`L%,,,,,
the neighbor,uZlLUd4>J8,,,,,
the network,kg$E{jD)(3,,,,,
the newspaper,bv/r-AZ~R|,,,,,
the night,MbP`NDur)e,,,,,
the north,i&t5>WScPG,,,,,
the nose,J+NN6`ikxI,,,,,
the note,PH>5Fs[yvN,,,,,
the noun,"u$,)@0fKH@",,,,,
the number,PXcVIC<ReW,,,,,
the ocean,hfH+RbOV`D,,,,,
the office,miU*EaK&xw,,,,,
the orange,LBG?Z6M57x,,,,,
the outside,pYzD68T{#p,,,,,
the page,lH4`m~Qi}>,,,,,
the paint,o#iKmH]^KW,,,coating,coating,
the pants,"rZ~@s,]!`(",,,,,
the paper,Cx<v[gEt-g,,,,,
the parent,o8]zrpr|MT,,,,,
the park,rp<n=!{tb/,,,,,
the patient,s3mB!YPtY^,,,,,
the pattern,pap7?`HT+S,,,,,
the pen,xR/c*;WPnx,,,,,
the pencil,yXH.*Vr+Qz,,,,,
the person,AGTt{64DoW,,,,,
the photograph,uIW#Di$i|C,,,,,
the piece,yCT=B>zb!8,,,,,
the pig,K0a_}ABTWJ,,,,,
the plane,G7._}1+fVz,,,,,
the plant,GuPc+02<3],,,,,
the plate,O|->hc8<pK,,,,,
the player,r5y$7A}NeY,,,,,
the pocket,jkXW#7$7KU,,,,,
the police,nB7$/Moed},,,,,
the pool,"Li+H^)oz,v",,,,,
the pork,xYug>GHJy%,,,,,
the pound,C2/%Q$2UA;,,,,,
the president,FZFPR4Nr+U,,,,,
the price,y4V||2~]+y,,,,,
the priest,t(b:wA)G[m,,,,,
the program,izA{?fmnrm,,,,,
the queen,"EKmUSPL,is",,,,,
the radio,eGMgnf-xTQ,,,,,
the rain,D}0|cx1m:w,,,,,
the reporter,AxQI]Y9J>*,,,,,
the restaurant,zrRHKq(.zq,,,,,
the ring,JQn6Ug%qO3,,,,,
the river,d5N5LU`zLO,,,,,
the roof,LHZ4n/eb]%,,,outside,outside,
the room,gUpdUYY(p_,,,,,
the root,"yS4!B,[Ibo",,,,,
the sand,NQ[a|Qff#B,,,,,
the school,"sKrZ,=TJ=@",,,,,
the screen,Lfh0l#QHIq,,,,,
the sea,KL2jSzP-mj,,,,,
the season,i3<0L8MKa/,,,,,
the second,lk+^k-&E(Z,,,,,
the secretary,"pTZe;,bJFX",,,,,
the seed,fHK2(AkjRM,,,,,
the ship,cI~%E5l)lm,,,,,
the shirt,yx4FZ{>g[T,,,upper garment,upper garment,
the shoes,RhT6@7Yezz,,,,,
the shoulder,JC%xiU8Sb#,,,,,
the side,qi<q/%%U?A,,,,,
the sign,EJ[AS>K+i_,,,,,
the sister,qJir*B-S!`,,,,,
the skin,o9u:F.Y_gV,,,,,
the skirt,*|xyA!Cn%,,,,,
the sky,D;P}3bEVjj,,,,,
the snow,KTBwK9pr/D,,,,,
the soap,k6fadx5l$@,,,,,
the soldier,"j}FeJ,f,/-",,,,,
the son,dfkd)A|q_U,,,your child,your child,
the song,"h,oiK$y-xh",,,,,
the sound,r-F3ih)AP,,,noise,noise,
the soup,jUWMljQbc7,,,,,
the south,r[J:k(JZ}3,,,,,
the spoon,cVQ8(|d^Y1,,,,,
the Spring,BBA%D!<}&{,,,,,
the square,PGy~:E#jlD,,,,,
the stain,u)%~/R#k@3,,,,,
the star,y)v(#_yVFM,,,,,
the store/shop,Lwe3Ft!}*(,,,,,
the street/road,B^t%XF#>|r,,,,,
the student,hm-)`h}:g8,,,,,
the suit,f$)k];SAN~,,,,,
the Summer,g6BpzU2KY/,,,,,
the sun,lyUU=4(UPh,,,,,
the T-shirt,"I_T^)^,,]=",,,,,
the table,EH6TW#|Ne/,,,,,
the teacher,ctk{fnqJch,,,,,
the team,oFH2!hsa(],,,,,
the tear,#|[Wir+zP,,,,,
the telephone,J^)HqT9Eaz,,,,,
the television,Gdk%_mr[H.,,,,,
the theater,d-!fPk$%~/,,,,,
the ticket,xGX?:|76D_,,,,,
the time,xXuA-:42[>,,,,,
the tire,u8/7=c.Qek,,,,,
the toe,nn_i80`gXL,,,,,
the tongue,g/+T_nJbeV,,,,,
the tool,p7J6vobTye,,,,,
the tooth,PrCfMx!*vj,,,,,
the top,xLr~j*J1$D,,,highest point,highest point,
the town,J0Q=-J0Ee{,,,,,
the train,K]#m80BW}F,,,,,
the train station,x<B$N!`fN{,,,,,
the tree,A^~q7U/T1=,,,,,
the truck,s2K7`icuQx,,,,,
the university,s^UAlMx54+,,,,,
the valley,Jz{lVw)<AW,,,,,
the verb,Cg.yKV&;E?,,,,,
the victim,"fCceK9,!}q",,,,,
the voice,t(%:~zy4{p,,,speaking,speaking,
the vowel,Ew[7$(Nwqx,,,,,
the waiter,DA(>dQSTx.,,,,,
the wall,=2q5`B;JY,,,,,
the wave,IwJwz%;f~,,,,,
the week,g^9BD1FzM~,,,,,
the west,m[7{7g?5dr,,,,,
the wife,l#kcN!e?WP,,,,,
the wind,P!4QOG_knp,,,,,
the window,C9H1Rl[b8|,,,,,
the wing,LB^oEC)IU4,,,,,
the Winter,Ni&$_RIN[8,,,,,
the woman,zO<e1!a`O(,,,,,
the world,xFHSqH]/+O,,,,,
the yard,HSY{$Z52qI,,,,,
the year,G!e/0{i3IG,,,,,
they,oq;A#4w631,,,,,
thick,eRx.X8Bd9j,,,,,
thin,hg8HA4s9[*,,,,,
third,G%$fQWrSW<,,,,,
thirteen,xFc:;vd<WM,,,,,
thirty,wa303r^g~5,,,,,
thirty-one,bk9u{81-M9,,,,,
thirty-two,csnF=bo_e9,,,,,
three,g!!Bn6X>kR,,,,,
Thursday,Gw]_)x`)LA,,,,,
tight,dvK&J|zF;C,,,,,
to beat,Kipr?m+X83,,,,,
to bend,dk<V8c{ThG,,,,,
to break,D$dE48zKA_,,,,,
to build,mIYF<D2jPe,,,,,
to burn,oQU35a7u13,,,,,
to buy,FGxmC<RNwM,,,,,
to call,HEN@@v0KU^,,,,,
to carry,rEsP7]]K~(,,,,,
to catch,Kvksh{f!CV,,,,,
to clean,pDSPMrLsBo,,,,,
to close,jFrbIRUB)h,,,,,
to cook,"v,eWM=*VtS",,,,,
to count,dRL5]Si/=4,,,,,
to cry,h-6;o&/Ey=,,,,,
to cut,JuXcE-..0I,,,,,
to dance,x(4zu^(CNm,,,,,
to die,q1tR}W9QRq,,,,,
to dig,sMVE*JNm[K,,,,,
to draw,KuhYISq24E,,,create art,create art,
to drink,j4yVH1B0JH,,,,,
to drive,Dtu7VaHo9T,,,,,
to eat,vn&_:JzoM!,,,,,
to explode,Qcp^iyhLQf,,,,,
to fall,fNs;]@:|4D,,,,,
to feed,o.B[pFk$0O,,,,,
to fight,d0$EdLgX90,,,,,
to find,xulE?6Kh:p,,,,,
to fly,z(aL3q+M*i,,,,,
to follow,uG5-0kbP0V,,,,,
to go,Qy-x?MG2B1,,,,,
to grow,P;<G+^Gnj~,,,,,
to hang,"x,L!#nkO`=",,,,,
to hear,E:(00L[:Wq,,,,,
to jump,AFA+<7%G:$,,,,,
to kill,KyT{m187YD,,,,,
to kiss,KQ5X0j1{6y,,,,,
to laugh,pE+5B<p:>[,,,,,
to learn,"M.|bJ*5},_",,,,,
to lie down,gp8=Tjx#eq,,,,,
to lift,G]*U;1$8xk,,,,,
to listen,"ue;8?;}j,<",,,,,
to lose,MgIChH5D?E,,,,,
to love,C>cPA&YPTp,,,,,
to marry,tZsgiP/t4P,,,,,
to melt,O8P-+tI`4M,,,,,
to mix / to stir,xz-Fi]+>!$,,,,,
to open,PzM/??v}Ib,,,,,
to pass by,FHGHr`T0]H,,,,,
to pay,"x2INf}bJh,",,,,,
to play,I6+HVj0FbI,,,,,
to pray,ntQ^$+)e)g,,,,,
to pull,ugk<>c*ug*,,,move toward,move toward,
to push,zt:~~b5ek@,,,,,
to run,NtMkKr1IMu,,,,,
to see,ul3Hk>1[B|,,,,,
to sell,sc3i*OE:n,,,,,
to shake,QprFvu3a[1,,,,,
to shoot,w>{YU=0V!_,,,,,
to sign,ccvsgTjuvW,,,,,
to sing,B7>^QF}CDY,,,,,
to sit,p;@/g(M@W4,,,,,
to sleep,bN3(oVeb0_,,,,,
to smell,IgXW_gDQVb,,,,,
to smile,C@H%#fO+X-,,,,,
to speak / to say,u2B+CntL>=,,,,,
to stand,EW!b`u:))W,,,,,
to stop,"i[,22_bKgP",,,,,
to swim,tRS^M@_@F6,,,,,
to taste,c!m*Q]K.8,,,,,
to teach,w/TP{15</o,,,,,
to think,ku7HWP&:j$,,,,,
to throw,w)H`FSD*Ew,,,,,
to touch,e:XA5ff60C,,,,,
to turn,LWQ?s@2rg*,,,,,
to wake up,k$pQ|@A.Xk,,,,,
to walk,Dz1T}Qm-T*,,,,,
to wash,m}?-u+~Y>?,,,,,
to watch,Ac`nL.^|4},,,,,
to wear,LkLx65=A@I,,,,,
to win,"oeH,`7cnz#",,,,,
to work,Jg.&d?nsf),,,,,
to write,hxN?9X|2KS,,,,,
transportation,q*j]T<y^A~,,,,,
Tuesday,ti[g!v$L=O,,,,,
twelve,s^n^jS)%)*,,,,,
twenty,cd$EMCczBF,,,,,
twenty-one,vL*6w$5*q{,,,,,
twenty-two,fBPrk{$VDs,,,,,
two,cSs-A~>v$Z,,,,,
ugly,CA-8nL$p_R,,,,,
up,"G,Me@L|~W^",,,direction,direction,
war,KuZD/pycuP,,,,,
warm,B%IWvq`@iD,,,,,
water,ir<gkNbp<E,,,,,
we,JB@.Vt>q~O,,,,,
weak,EG&O}0[lG$,,,,,
wedding,"J|bP]e$R,j",,,,,
Wednesday,O?}JZLcWY@,,,,,
weight,sVHnMRgOw4,,,,,
wet,renFL/yg1S,,,,,
white,x~&Ae{>]TU,,,,,
wide,v3].u{&v~Z,,,,,
wine,s+C1__V9Hp,,,,,
wood,OZw`*Wh:w~,,,,,
yellow,DFL}Zpp<P@,,,,,
yes,zWp}OJ:`!N,,,,,
"you [plural, y'all]","q/,Gvy8%{u",multiple people,,,,
you [singular],"o{V,S)]2{)",one person,,,,
young,o}1jHCmPor,,,,,
