key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
"light [opposite of ""dark""]",GzA=Jj>p!Y,brightness,,,,
"light [opposite of ""heavy""]",ptqz_N+o}T,weight,,,,
light blue,"T^~_H9,<z",,,,,
long,fo/|^Tlbha,,,,,
loose,C/;*fhdO@O,,,,,
loud,h<u:@|]Mus,,,volume,volume,
low,;7dqBNs:;,,,low position,low position,
lunch,IqI*92Lk5#,,,,,
male,Mnr^:prdC|,,,,,
March,zgJ;%GyZAY,,,,,
marriage,MCN<AQu]K`,,,,,
material,P:`T3mGL(T,,,,,
May,tevosVvMV8,,,,,
mean,E2d}imSHmF,,,,,
medicine,xq6S<:a+JC,,,,,
metal,kgLkE@QmPn,,,,,
milk,o>f97YpQ2Q,,,,,
Monday,s?+*#>:mQj,,,,,
money,r/I=}*Jh2y,,,,,
murder,k}h}D*Ix@F,,,,,
music,P^j[[!rM^5,,,,,
narrow,P>eC>`qVsq,,,,,
nature,jy@q+4J(0M,,,,,
new,I&+!#;>4kU,,,,,
nice,De$r>na[S4,,,,,
nine,"n/},XK),t4",,,,,
nineteen,P/;}g*K_>V,,,,,
ninety,m%sm7*KP-U,,,,,
ninety-one,M}`O7&4+$_,,,,,
ninety-two,MlBi=Ak!Ao,,,,,
no,NvY-1%Xhzt,,,,,
November,cwq?UPk8l5,,,,,
nuclear,N>wDZx27WU,,,,,
October,iV1w+v?(aP,,,,,
oil,Kqt`$}b0;d,,,,,
"old [opposite of ""new""]",cR-RV&Hdzx,not recently made,,not new,not new,
"old [opposite of ""young""]",vCrUSkx9jN,age of person,,not young,not young,
one,zql/<xF!u0,,,,,
one billion,o)JA[`@b+j,,,,,False friend: English 'billion' = 10⁹ (milliard). Norwegian 'billion' = 10¹² (English 'trillion').
one hundred,sv[L)K3!Sg,,,,,
one hundred eleven,AO]exp]tk@,,,,,
one hundred one,"mlB6J,RiB[",,,,,
one hundred ten,bQJal2D4Ju,,,,,
one hundred thousand,sX2iB6VzMe,,,,,
one hundred two,w=9DNg8TzB,,,,,
one million,vMESP6i|E],,,,,
one thousand,I6{W8RW4jY,,,,,
one thousand one,m{w+;n`hEf,,,,,
orange,Ig2YF%/7>#,,,,,
pain,Cx=#x!HeLk,,,,,
peace,"c,((a1]Ojh",,,,,
pink,nz`9[>i({V,,,,,
plastic,P%OP2qa;Z1,,,,,
poison,E0UgZDgu=$,,,,,
poor,g`[b?h~:be,,,,,
prison,KbLP6x8-D(,,,,,
quiet,r`a*g8#}F_,,,,,
race [human group],^xnW0FWv`,human group,,,,
race [sport],DI@xT.P+ft,competition,,,,
red,vk;9*=v}r_,,,,,
relationship,c3k1wN*F_1,,,,,
religion,FH(J9fJ_2E,,,,,
rice,j@c.4S-18V,,,,,
rich,f6gW?t.r$R,,,,,
right [direction],Kq</9RTuPe,,,,,
sad,v:s[n.tDs!,,,,,
salt,hp3^[@zP=E,,,,,
Saturday,muVIMthuCc,,,,,
science,w|RD#%`J_w,,,,,
second,NCZy}<$@GS,,,,,
September,p3?/2WH{O+,,,,,
seven,qFe*y2O;7t,,,,,
seventeen,HOFL_c9J<w,,,,,
seventy,ND>(]!k7Wl,,,,,
seventy-one,x7++|_QRGG,,,,,
seventy-two,q{05vXo-36,,,,,
sex [gender],qnGXPl(dK@,male or female,,,,
sex [the act],B;)V9&kT^D,intercourse,,,,
shallow,I`2>=4mL]1,,,,,
she,C-23$/]P&N,,,,,
"short [opposite of ""long""]",fS2%?HaxK%,length,,,,
"short [opposite of ""tall""]",ga+t6.=nSt,height,,not tall,not tall,
sick,I_i}}|]t.o,,,,,
silver,g@45Odg~gn,,,,,
six,f4wZSN4D1D,,,,,
sixteen,gMsJZmW2nJ,,,,,
sixty,K;(:&}w/m;,,,,,
sixty-one,vt!((Q_^y|,,,,,
sixty-two,B?znfJ:&+0,,,,,
slow,u2[:ZR&eca,,,,,
small / little,F[ED$$=q4n,,,,,
soft,JMntZbx8DZ,,,,,
soil/earth [ground],f]<`*(wJB7,,,,,
space,Rw@4nv.?a,,,,,
sport,pG_s5N_)gs,,,,,
stone,mGNUAMaqXs,,,,,
straight,iZQjXE5&A9,,,,,
strong,Cr9o`49R-v,,,,,
sugar,H^%hFzAvTQ,,,,,
Sunday,"D4q]2,~yiL",,,,,
sweat,Fg1E/`Ec/L,,,,,
tall,ywma?Yf4H?,,,height of person,height of person,
tea,j=:ZBEs;kc,,,,,
technology,fgp6FPxHN;,,,,,
temperature,EEm>UNK7WW,,,,,
ten,gJw@DKfx7S,,,,,
ten thousand,mdoc&}6vc^,,,,,
the actor,bv!jm%H;T>,,,,,
the adjective,JJ16Ug6g9/,,,,,
the adult,vmQ%0/om^V,,,,,
the afternoon,LeovP]~Kjk,,,,,
the air,fonFEQ]?e*,,,,,
the airport,B3jP|~!M(),,,,,
the animal,je4Qh]fh0+,,,,,
the apartment,"p+>={/A)5,",,,,,
the apple,"HK:mO,N.T6",,,,,
the arm,xG.p)%V:S!,,,,,
the army,"t{oE,hvd_{",,,,,
the artist,LoPNU05?oq,,,,,
the attack,p~>0QMYSl%,,,,,
the author,ET9HSb&tr|,,,,,
the baby,uj}Wi25=`a,,,,,
the back [anatomy],"t]H)7:w5p,",body part,,,,
the back [location],E`GlnD0^l|,behind,,,,
the bag,n$nI5%_n[r,,,,,
the ball,NwI8w&{K/X,,,,,
the banana,r!6`HkW>N2,,,,,
the band [music],eRH.NTu7jN,,,,,
the bank,A%qN+*A6em,,,,,
the bar,Nj.5;GxzdO,,,,,
the bathroom,EX=ZxbUi&`,,,,,
the beach,m4`)m**a`g,,,,,
the beard,AR8)(cU9*q,,,,,
the bed,"xtU}>4b^X,",,,,,
the bedroom,hsE2[bH/1B,,,,,
the beef,v2q?lCE|d5,,,,,
the beverage,IYVl8.;f)h,,,,,
the bicycle,DhTFos.!Jf,,,,,
the bill [bank note],iiXeVM&n!0,,,,,
the bird,qN:(%_3p3~,,,,,
the boat,"e9zSRl,ETq",,,,,
the body,I-iu;hbj!I,,,,,
the bone,pcrj{q9ZVx,,,in skeleton,in skeleton,
the book,b48b~n0#m*,,,,,
the bottle,cfk0w=W`M8,,,,,
the bottom,J3>]`Qe9}:,,,,,
the box,HZ|?I!UH2T,,,,,
the boy,JSF`[`{430,,,,,
the brain,KF3QK]&g#],,,,,
the bread,i/hdLW@_<`,,,,,
the bridge,O2BIew9YoJ,,,,,
the brother,HyjslyCUTd,,,,,
the building,AP)]JR*>eP,,,,,
the bus,Acc=jpl(yc,,,,,
the cake,kv;x?;B=?3,,,,,
the camera,xs&lX;AS=w,,,,,
the camp,Pc8WY<`8^N,,,,,
the car,cB:Xf~jGmz,,,,,
the card,xP:fDqAP.m,,,,,
the cat,CCJ=<g)kgm,,,,,
the ceiling,CtR=#6jtSA,,,inside,inside,
the cell phone,uKCa{yUQ.Z,,,,,
the centimeter,q9o9Sj&<o;,,,,,
the chair,HvBn;5*n]~,,,,,
the cheese,gKR0I_&hvW,,,,,
the chicken,x~RH(rsD=A,,,,,
the child,A6[{I)mQ^+,,,,,
the church,4@!Q%OeI2,,,,,
the circle,gYM`>!)*_f,,,,,
the city,iCn%l._FwL,,,larger,larger,
the clock,mzoL$R9VEo,,,,,
the clothing,Lnlqv7([wB,,,,,
the club,c0YPlq.*f?,,,,,
the coat,"bnaHQi[oO,",,,,,
the color,c8N{JCln.z,,,,,
the computer,K9.]8%%8Cf,,,,,
the consonant,"z?GA%M[,[2",,,,,
the contract,G>?dvt&ugZ,,,,,
the corn,t1&Yg6n)~o,,,,,
the corner,l)>PtBI-fe,,,,,
the country,"w,1hu)iG/N",,,,,
the court,BiBR-{$bO[,,,,,
the cow,bbt>tXp3Fl,,,,,
the crowd,C8(5z&a/jh,,,,,
the cup,w?Biqp5;BQ,,,,,
the date,x4Iit[Od`$,,,,,
the daughter,PUN1ChhlUx,,,,,
the day,w&I3B~aekW,,,,,
the direction,tQ?&pqbP~I,,,,,
the doctor,r!]3|J(EnV,,,,,
the dog,I{<px}vqM-,,,,,
the dollar,M-ymedyi=c,,,,,
the door,Nk7Lq4S)X>,,,,,
the dot,c&6(Ma%lte,,,,,
the dream,g4_?9wKNhR,,,,,
the dress,hJaT+?zNaC,,,,,
the drug,"n6N%+?Yu,u",,,,,
the ear,e5`-Cu)Gi@,,,,,
the east,ocqbwkV-&@,,,,,
the edge,e_Kp].wk9q,,,,,
the egg,jjiS{KqGj:,,,,,
the election,D9NiD*`[g=,,,,,
the engine,CoQ/j*oy/o,,,,,
the evening,D5Iu4fnYuK,,,,,
the eye,NH^s`eY`Fn,,,,,
the face,J:UA_bD9pG,,,,,
the Fall,N8-RP/Sw$Q,,,,,
the family,h%JevNA*:M,,,,,
the fan [appliance],ogTH]jCOb4,cooling device,,,,
the fan [person],frMyOG}1N,admirer,,,,
the farm,NY/gqsh:A#,,,agriculture,agriculture,
the father,yzLWK*h2(u,,,,,
the finger,m!C=6Lg/=v,,,,,
the fire,rTrFip.rzN,,,,,
the fish,I>S>Cfl#4+,,,,,
the floor,uO?w{[5L.~,,,,,
the flower,ne`>j%]6z9,,,,,
the foot,OPxLh&YlTn,body part,,body part,body part,
the foot [measurement],I@pkRIfZg1,unit of length,,unit of measure,unit of measure,
the forest,"e,l.FItc}x",,,,,
the fork,BsQTLwK<bu,,,,,
the friend,km#0nRn*i>,,,,,
the front,g<Ws{ww:EG,,,,,
the game,OW[=bv!R?t,,,,,
the garden,qqZV-01~[N,,,,,
the gasoline,Gj|&YG5ER@,,,,,
the gift,PZ+B(}mIBU,,,,,
the girl,KpHw<b38y6,,,,,
the grandfather,:x+VT~;tG,,,,,
the grandmother,"qPWP*EB,1[",,,,,
the grass,q66bc_$Ki*,,,,,
the ground,j^6=FTLA`7,,,surface below,surface below,
the gun,xEE/nz?fDN,,,,,
the hair,t~Lmx:)p=s,,,,,
the half,h`7vuG+Sx6,,,,,
the hand,rp$_WN%F1a,,,,,
the hat,l.b<=qFi(0,,,,,
the head,JxHo>YI!Om,,,,,
the heart,s4SlC($M2s,,,,,
the heat,gwC&qV?W;^,,,,,
the hill,H1O.yZy{`9,,,elevated terrain,elevated terrain,
the hole,Nz=1IK@/B0,,,,,
the horse,LW&a~]]J^v,,,,,
the hospital,B0pvgrTr#,,,,,
the hotel,f[YgBS}wLt,,,,,
the hour,CJs0*V&AJ3,,,,,
the house,xF~(BME]vQ,,,,,
the human,N9!kEW>;XJ,,,,,
the husband,K+>g]Da4yO,,,spouse,spouse,
the ice,Mw;[V&#MNA,,,,,
the image,z;&T{|q)ss,,,,,
the inch,D@RokbZ|aQ,,,,,
the injury,P#g~dr+0Q*,,,,,
the inside,pC3[S16r=G,,,,,
the instrument,eBFaz)a:?_,,,,,
the island,wQa=NSq<>E,,,,,
the job,qZ:NrwsopN,,,,,
the key,Q`@{vy<s[B,,,,,
the kilogram,bb6bB#$80L,,,,,
the king,uxHz?6kLk],,,,,
the kitchen,G}vQQnZfFb,,,,,
the knee,vE/a;x[50c,,,,,
the knife,K49t3)M4e),,,,,
the lake,nS_.uOV&_C,,,,,
the lamp,Ii`zD?4alJ,,,,,
the laptop,t+=IyrjKD#,,,,,
the lawyer,N`1X9)a:C{,,,,,
the leaf,yi6Lf#tRH<,,,,,
the leg,hlsMGcJiEX,,,limb for walking,limb for walking,
the lemon,Q1Kl:}}@T$,,,,,
the letter,P:%aMamV9j,,,,,
the library,LL8+#3{*sE,,,,,
the light,"sE3>S)67z,",,,,,
the lip,jJpK+.yDyi,,,,,
the location,qYK-.9Zw:o,,,,,
the lock,lYL4n.yp2q,,,,,
the magazine,ve|JT(:bkv,,,,,
the man,H)}o{C$rMG,,,adult male,adult male,
the manager,p^8I=H6}jh,,,,,
the map,"D,&7VkMwS*",,,,,
the market,PVNW7F7%ie,,,,,
the meter,OA9:-8bOi,,,,,
the minute,J:9C&d1>U^,,,,,
the month,swti4%e5mm,,,,,
the moon,F-D4=+>/-Y,,,,,
the morning,"K,%KGWr-12",,,,,
the mother,vqS&#>yOf-,,,,,
the mountain,G{K<QdIN9W,,,,,
the mouse,"eN,fL^JAym",,,,,
the mouth,b>^RqQ|zVE,,,,,
the movie,"L.8bG,/d]0",,,,,
the neck,nKm.H]#]zk,,,,,
the needle,xfE@NOU_[[,,,,,
the neighbor,ER).*kLf|],,,,,
the network,q(c%%$b6@s,,,,,
the newspaper,c8|6od12+X,,,,,
the night,nuo[uTZglX,,,,,
the north,hC%1n)F5~4,,,,,
the nose,s^n6s*.8|L,,,,,
the note,"dNQC-llkt,",,,,,
the noun,h~1Gkl5@8*,,,,,
the number,d08FO[5o_I,,,,,
the ocean,lP|Dt~$nnO,,,"larger, open","larger, open",
the office,"Oj,RH8]:Zs",,,,,
the orange,IuruCGiD>A,,,,,
the outside,IQQMKAlBlE,,,,,
the page,If~&2hn&y[,,,in a book,in a book,
the paint,"NWjHM,xzuB",,,,,
the pants,"cL.,OLD++.",,,,,
the paper,O^3^>!gmCL,,,,,
the parent,QOqDVS4z~o,,,,,
the park,f6pdomdcYJ,,,,,
the patient,s<.Mw1p7`8,,,,,
the pattern,gndok`}D+F,,,,,
the pen,gJM2`bQ-V@,,,,,
the pencil,qWlP6g/L=e,,,,,
the person,JLKy1lCh}G,,,,,
the photograph,dN*nOyP]l},,,,,
the piece,QLvZMcLB2^,,,,,
the pig,m`q>qCpIl3,,,,,
the plane,kCS>ssfhue,,,,,
the plant,yddlyG83r6,,,,,
the plate,sozmHTECFf,,,,,
the player,"P8HB[}B1,|",,,,,
the pocket,L/o$|RiGN$,,,,,
the police,eq.-g6~jPj,,,,,
the pool,z(BWu7MMgv,,,,,
the pork,Lb$TJ#Y;NW,,,,,
the pound,g}:M:ysYU),,,,,
the president,MMY2U9S*n6,,,,,
the price,Ek6<bSg&D=,,,,,
the priest,"L$=:=p,9Gx",,,,,
the program,jZA8~-kW3!,,,,,
the queen,m.*|D[.T}c,,,,,
the radio,iTvsz-eute,,,,,
the rain,d5Cyu}*=w{,,,,,
the reporter,t(&`BKs1qy,,,,,
the restaurant,qBl@;_qBk`,,,,,
the ring,N&4=J0}0Wt,,,,,
the river,JDLw4xb+[8,,,,,
the roof,"hEG*,1[132",,,"outside, on top","outside, on top",
the room,hAAj_+wLjR,,,,,
the root,N=KrmA{sK,,,,,
the sand,zc)=Q1VRSw,,,,,
the school,bh2un)j)dl,,,,,
the screen,"hWpG?<ohd,",,,,,
the sea,zX/^~6T)1{,,,"smaller, near coast","smaller, near coast",
the season,G}8B&$~4tH,,,,,
the second,uFimd[fhH[,,,,,
the secretary,M3h6uK=2oH,,,,,
the seed,n&Iy%Fms$Z,,,,,
the ship,qzl2?9hsjM,,,,,
the shirt,"S1,9aJ:op",,,,,
the shoes,l`fM:_&01?,,,,,
the shoulder,cRC{OXDGo),,,,,
the side,o.lKT|EXD$,,,left or right,left or right,
the sign,HyUNpJYBc8,,,,,
the sister,tPmd/H+*UL,,,,,
the skin,"vqxl,]PfPw",,,,,
the skirt,"b;mp,YtDG<",,,,,
the sky,P>i>=.o4?W,,,,,
the snow,ez06]-YstY,,,,,
the soap,wbrqj<;GuE,,,,,
the soldier,Qh3rsQd_7?,,,,,
the son,cI<^EkiqLt,,,,,
the song,c9`R3kx6}{,,,,,
the sound,"pg8b,^[,(e",,,,,
the soup,s0HfTMnmT},,,,,
the south,Bb}SGv^.cO,,,,,
the spoon,c82Kn}-@1e,,,,,
the Spring,F(w=@UIY>s,,,,,
the square,lI]fyYYe[y,,,,,
the stain,KUb~B96+zq,,,,,
the star,C[#:qhq=H2,,,,,
the store/shop,n_RSld8+AA,,,,,
the street/road,m*Cftj/+Nj,,,,,
the student,e6}+2>M}$n,,,,,
the suit,qATQ+91Ore,,,,,
the Summer,q(l~&uRHOn,,,,,
the sun,Q:WC^p<JL#,,,,,
the T-shirt,C4uq5)y[]H,,,,,
the table,JQ4/95S|Y/,,,,,
the teacher,F#<lbTuvd,,,,,
the team,j|vU1.r_FX,,,,,
the tear,z8:t*H=pe<,,,,,
the telephone,r<Pl5qv/%q,,,,,
the television,ic7O~j/jW@,,,,,
the theater,pcjR{vq[(},,,,,
the ticket,o}.7ZwybTM,,,,,
the time,lo*&R1.U]M,,,,,
the tire,xV4`q{LA+k,,,,,
the toe,ki*ZLa2%x[,,,,,
the tongue,d6`G9m5]ky,,,,,
the tool,l++!^]!jT4,,,,,
the tooth,g:f5CN=GAz,,,,,
the top,goVfPu7_I#,,,,,
the town,"e&iWrd1,Nm",,,smaller,smaller,
the train,raCC}>:;Sn,,,,,
the train station,P7<A_B0zs},,,,,
the tree,u%H)zdw1Mb,,,,,
the truck,oY*rXeeA]k,,,,,
the university,N[*E!J!2&C,,,,,
the valley,HYL<n+pw[p,,,,,
the verb,JF&R++Ya^#,,,,,
the victim,k>|!kL2DY$,,,,,
the voice,jv7^av&3Pw,,,,,
the vowel,J.<Ck%nx?=,,,,,
the waiter,L];-:s;!s.,,,,,
the wall,GGxz#1#KA`,,,,,
the wave,O&~W|s%`kt,,,,,
the week,"qM{q`,w4Q4",,,,,
the west,"Ocj070,Aq)",,,,,
the wife,k0n7lWVKJ9,,,,,
the wind,M$ljNb$7AO,,,,,
the window,qZ7)c4Y]U%,,,,,
the wing,cz@xzZ21hN,,,,,
the Winter,q?&n65yVVg,,,,,
the woman,C;*[`[gxw=,,,,,
the world,lX;t*X+KQ(,,,,,
the yard,J#4jD!1ps|,,,outdoor area near house,outdoor area near house,
the year,g|_&Tem05c,,,,,
they,"mslJ.,e8S2",,,,,
thick,FL4H}5-J]j,,,,,
thin,"l.;C?q,jx;",,,,,
third,fY!94Ntf_c,,,,,
thirteen,KGJ$lF3qYb,,,,,
thirty,x-|]MM)aj(,,,,,
thirty-one,b0mjxkBLZg,,,,,
thirty-two,Onh*w>`=qC,,,,,
three,rW>w+*bR*=,,,number,number,
Thursday,o^tvt$W55<,,,,,
tight,iD%26g;;JU,,,,,
to beat,tFY`z-r4>9,,,,,
to bend,sdBjw1sr;k,,,,,
to break,"NpXZ],EF1e",,,,,
to build,HcXy<u[2!b,,,,,
to burn,"B[pBYhqH,c",,,,,
to buy,sBq$_E/[g|,,,,,
to call,s0_uo/dU4G,,,,,
to carry,"d~1,bD~rp6",,,,,
to catch,vp~MpSb^ne,,,,,
to clean,H4hqI#{7N,,,,,
to close,o6UV!iA>EZ,,,,,
to cook,z&(ZfCxkKv,,,,,
to count,dz/IU+hS3I,,,,,
to cry,OT|PRCl{Qg,,,,,
to cut,om~<n/Z)cw,,,,,
to dance,OiP1{Adi*5,,,,,
to die,OWEa]0Y|=1,,,,,
to dig,euc`eX5Q+z,,,,,
to draw,zFnSc:)^5$,,,,,
to drink,igl=2#K1id,,,,,
to drive,K?hg2YCvz},,,,,
to eat,uXm^ufP?9P,,,,,
to explode,kop6W8q;<m,,,,,
to fall,"gSQ,0>9Cw<",,,,,
to feed,u6`JSn6??:,,,,,
to fight,QJY@c_54WV,,,,,
to find,y?=^c8_Bc_,,,,,
to fly,QbU[QdE/T&,,,,,
to follow,"Ni]G*]bwT,",,,,,
to go,vAjMa7Z9]{,,,to move,to move,
to grow,Cl30^veD6<,,,,,
to hang,OL._ZAP<0G,,,,,
to hear,n87&DOe(0q,,,,,
to jump,B-Eav3nx>X,,,,,
to kill,Ge2ckAc3m[,,,,,
to kiss,"iWB(,EO0o1",,,,,
to laugh,yCC-<r2iDQ,,,,,
to learn,MAAS&S+~a^,,,,,
to lie down,K!@^cr@8.P,,,,,
to lift,kP1Pv@WUav,,,,,
to listen,Cl]|vA+(|g,,,,,
to lose,iD)#6H5YA*,,,,,
to love,kbj()Z9*4Y,,,,,
to marry,Dtyv2x~+]:,,,,,
to melt,cyLkYV~zG2,,,,,
to mix / to stir,G}xPXpERcc,,,,,
to open,g;t6k4K}t3,,,,,
to pass by,"x|hwGg,7s2",,,,,
to pay,c{Ub2PB1XE,,,,,
to play,u8R0zja%~q,,,,,
to pray,q3C>40m$y=,,,,,
to pull,"z,>HC|~]lf",,,,,
to push,JfK(Aa#x[},,,,,
to run,A/=6=1P0Oy,,,,,
to see,g.FiDi4L%s,,,,,
to sell,"F.V~!jmSo,",,,,,
to shake,qvQq(iNyO>,,,,,
to shoot,APIcKguw1h,,,,,
to sign,u:SAXQU7_P,,,,,
to sing,s(:+d<!J-9,,,,,
to sit,h)hn$fO{;M,,,,,
to sleep,E@D1pU|%t&,,,,,
to smell,zp[Y$k{Al{,,,,,
to smile,gvmtW`A~CP,,,,,
to speak / to say,U@B4n%r&T,,,,,
to stand,D>FvYZ_XFD,,,,,
to stop,HcO%_zy?]V,,,,,
to swim,NMO%+jo@D1,,,,,
to taste,frD*u|yW-(,,,,,
to teach,Baw_HPGbH?,,,,,
to think,nu8JGxt_A?,,,,,
to throw,m^>5(.lS7{,,,,,
to touch,w(daUph3fV,,,,,
to turn,QA@Me`JH.%,,,,,
to wake up,dxfxqsXtJ#,,,,,
to walk,J2&+{c))y7,,,on foot,on foot,
to wash,A]^[4hGh~%,,,,,
to watch,b07hP4>{DF,,,,,
to wear,Nt8}Z:Z/I4,,,,,
to win,I9kX;%]1Jl,,,,,
to work,OJd($@O|v.,,,,,
to write,L-0h1FoEYB,,,,,
transportation,Kzfr^V~~t{,,,,,
Tuesday,Ne2g&|GDjp,,,,,
twelve,OMJZ8iFY3b,,,,,
twenty,IOI.^B2Hgv,,,,,
twenty-one,sSe_~|&.t{,,,,,
twenty-two,w1H0ow+bY^,,,,,
two,FxkF28YvPH,,,,,
ugly,mr*M*M]4YO,,,,,
up,d_(5[/@pPK,,,,,
war,xF@8mQJ#kO,,,,,
warm,DDr&GN5XP=,,,,,
water,w)k!FUVz/:,,,,,
we,b;vC)SDOre,,,,,
weak,G>2Rf^1#GJ,,,,,
wedding,A}r1B.qs6h,,,,,
Wednesday,L?~pW6PA`i,,,,,
weight,Ix(fUGUcca,,,,,
wet,BRp5j(5E8f,,,,,
white,Mv_g&N~Iq&,,,,,
wide,j}$c5t!Jgm,,,,,
wine,kXe}6BbGKo,,,,,
wood,"K].B,i1i-1",,,material,material,
yellow,j_URR]6l7C,,,,,
yes,.[Xk~]w|],,,,,
"you [plural, y'all]",b+S9KDB[R!,,,,,
you [singular],vhkL4B=2}b,,,,,
young,QuACXm9W.r,,,,,
