key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
nineteen (19),s8OK{sYb6I,,,,,
ninety (90),EVIB:].|<_,,,,,
ninety-one (91),sQk&XA=vkq,,,,,
ninety-two (92),wsei(WRO}T,,,,,
no,BdHvp|)wI:,,,,,
November,K9[W||X^e0,,,,,
nuclear,zG/>V$^kNE,,,,,
October,Khe~Xkf%l|,,,,,
oil,t5qy=4X@7`,,,,,
"old [opposite of ""new""]","lD3%3(7+@,",not recently made,,,,
"old [opposite of ""young""]",AT&siyK`;0,age of person,,,,
one (1),fes(Kh%]#h,,,,,
"one billion (1,000,000,000)",k33Hj|+s!Q,,,,,
one hundred (100),kPN0R{ue%`,,,,,
one hundred eleven (111),ia?.7=6_+L,,,,,
one hundred one (101),vES<=cI9`a,,,,,
one hundred ten (110),dc]vF`(jG|,,,,,
"one hundred thousand (100,000)",vU5tKIL^Ng,,,,,
one hundred two (102),lRd{2lS[Vk,,,,,
"one million (1,000,000)",N$0_eCv8Vl,,,,,
one thousand (1000),Q;ER^<4@uf,,,,,
one thousand one (1001),K]d:Gc3Ek9,,,,,
orange,QQ<l6J&cW0,,,,,
pain,t{`<(1w/!z,,,,,
peace,cSE0A:$@#+,,,no war,no war,
pink,oy)ko)ivK;,,,,,
plastic,j=9RM4%Ooz,,,,,
poison,s=%3p1g_^I,,,,,
poor,H.fx+Qii:N,,,,,
prison,OC9IQ+7Kt+,,,,,
quiet,b&9Juimb.Z,,,,,
race [human group],u@s3IQE1zx,human group,,,,
race [sport],L$v/0B>HtJ,competition,,,,
red,f^Pg2OK+7@,,,,,
relationship,DTNpn/28-b,,,,,
religion,"lKugX,W#/B",,,,,
rice,jBHOaNJ:q+,,,,,
rich,w/Cgs<H+Wk,,,,,
right [direction],oaZ<B1iN!k,,,,,
sad,Kpb8T3GBl/,,,,,
salt,e4MJ)xmP&n,,,,,
Saturday,o2Li)`7>`5,,,,,
science,PV}~*;48HE,,,,,
second (2nd),bW@#3?v2tt,,,,,
September,CYk/;+Xous,,,,,
seven (7),y&tKa^yfhl,,,,,
seventeen (17),hA6HGJt0HW,,,,,
seventy (70),Kg3p=V>UTS,,,,,
seventy-one (71),k^f(jb[j=C,,,,,
seventy-two (72),fp;#T<[!Tr,,,,,
sex [gender],rHV=UKzm}`,male or female,,male or female,male or female,
sex [the act],etho3J1K>$,intercourse,,,,
shallow,"l=`z,cAhFg",,,,,
she,El!1+GrI3<,,,,,
"short [opposite of ""long""]",vhVT41TTle,length,,,,
"short [opposite of ""tall""]",dvhZc.3{f2,height,,not tall,not tall,
sick,"rt4S[,YN4:",,,,,
silver,QWe&.yBt;h,,,,,
six (6),B%;Fvjov:X,,,,,
sixteen (16),EoU.nJ~VAe,,,,,
sixty (60),s)rA`!HWWQ,,,,,
sixty-one (61),doa0mkH?VL,,,,,
sixty-two (62),E-Vu[1O$y{,,,,,
slow,"x8Pupd,.=j",,,,,
small / little,CqgO)<CL#/,,,,,
soft,zhePC<N-_?,,,,,
soil/earth [ground],Gu^2Q[I;s&,,,"dirt, material","dirt, material",
space (outer space),D~yQ~V;gr5,,,,,
sport,LU((acpZ~D,,,,,
stone,A)v}IcCgPN,,,,,
straight,C=$jxG>cFH,,,,,
strong,cM2SvEU$a>,,,,,
sugar,"vdxD,f$-kK",,,,,
Sunday,iNc0E/o:O2,,,,,
sweat,eAHruOUabY,,,,,
tall,M.M/Ix_RqA,,,height of person,height of person,
tea,G9*sSP9Y=+,,,,,
technology,ITI)k5RN/E,,,,,
temperature,ri@f#E8=XS,,,,,
ten (10),"DQeP8_y:,y",,,,,
"ten thousand (10,000)","wQ-R,e=4#d",,,,,
the (train) ticket,gA@wlZRHrd,,,,,
the actor,o7/@7o];/l,,,,,
the adjective,DGC+^wUy5U,,,,,
the adult,pgD$i[?>lW,,,,,
the afternoon,JHsi&wBS1J,,,after noon,after noon,
the air,P=]izcP;D&,,,,,
the airport,LOyprafVKn,,,,,
the animal,BLe!YQD_5,,,,,
the apartment,il&h0:%c@p,,,,,
the apple,i`e?l&C>Nt,,,,,
the arm,QH9bV-}D6d,,,shoulder to wrist,shoulder to wrist,
the army,tF{{9%.6.X,,,,,
the artist,c#I.4biD7L,,,,,
the attack,LJ7=3y;]:E,,,,,
the author,Og(dLj3emh,,,,,
the baby,hDp959y~iv,,,infant,infant,
the back [anatomy],A&fdgs=6fq,body part,,,,
the back [location],j+C&Zm?/VW,behind,,,,
the bag,g~_(^?w`=),,,,,
the ball,J/6DqGmueo,,,,,
the banana,BW{u;dt0H^,,,,,
the band [music],s.oE84x+ey,,,,,
the bank,pI3S@Qv&/b,,,,,
the bar,j1?RLYEK}p,,,,,
the bathroom,n](Ucsr%s<,,,,,
the beach,MTD7>tQLxu,,,,,
the beard,Bo4:a&VmYP,,,,,
the bed,oL#XWF5KL.,,,,,
the bedroom,xa+JH(%ZAJ,,,,,
the beef,uNggyAj^i;,,,,,
the beverage,HXaCji:!6_,,,,,
the bicycle,Eb~Jn)r(`r,,,,,
the bill [bank note],Ml5@37?oz_,,,,,
the bird,fwQU81Z<jo,,,,,
the boat,E~T]nfkG*o,,,,,
the body,fIVMz)N%U_,,,,,
the bone,m@%oa6nyJj,,,,,
the book,M=G<KpFzkR,,,,,
the bottle,xNdD)+D>X^,,,,,
the bottom,IF_<Vs_5pG,,,,,
the box,IX!t`w2z7g,,,,,
the boy,dF&Tm8PvAH,,,,,
the brain,ssg%z.V}$3,,,,,
the bread,k0q`hEc/q^,,,,,
the bridge,ovzkDE&4rO,,,,,
the brother,"xk8~.yV+h,",,,,,
the building,Msn)gIb5vN,,,,,
the bus,tvQDLXk4<@,,,,,
the cake,HTRiGhf^3G,,,,,
the camera,lVjs#Obt?s,,,,,
the camp,sXZz(<N(Oo,,,,,
the car,"k2GNUj,?+v",,,,,
the card,"ws?0,yq;(b",,,playing or credit,playing or credit,
the cat,BWiHMsD<h8,,,,,
the ceiling,"j4w#,3AdnH",,,,,
the cell phone,wuHS31+]^Y,,,,,
the centimeter,eDTD{n[e2t,,,,,
the chair,njt6a(Nk<>,,,,,
the cheese,h7y&6%pC)z,,,,,
the chicken,DCuhN!w#`f,,,,,
the child,GqdQ?~jS7G,,,older,older,
the church,rBHP_zr1}o,,,,,
the circle,zqIL+SZ1cV,,,,,
the city,Mjq|1!7IM,,,larger,larger,
the clock,eDD|=Qe|uk,,,,,
the clothing,E;5_M{lI5=,,,,,
the club,HF*uTWwkX%,,,,,
the coat,q-/#$utkh1,,,,,
the color,P@IKNWv/H<,,,,,
the computer,LzPw?PUTb4,,,,,
the consonant,gW9;;rgin=,,,,,
the contract,J}`d;_nYfa,,,,,
the corn,qh7N>j|yjf,,,,,
the corner,qCiRB%_O2x,,,,,
"the country (USA, France, etc.)",gs&FY0yv`p,,,,,
the court,LREBky;Gqf,,,,,
the cow,EG(*`pT;Qh,,,,,
the crowd,pq;|LRp=c$,,,,,
the cup,Bh3w`+n`.f,,,,,
the date,uxv`bDYzz-,,,,,
the daughter,LV^2px8g/U,,,,,
the day,"Ir~N,n1OGP",,,24 hours,24 hours,
the direction,"NRrt,Bh,5f",,,,,
the doctor,tzYy{8Fc10,,,,,
the dog,he_T(bb}+D,,,,,
the dollar,"fe?b,|PppF",,,,,
the door,srwmtjqxmf,,,,,
the dot,t#st9V;6LM,,,,,
the dream,qB0`Q1s)G$,,,,,
the dress,IsuYU?nG7),,,,,
the drug,Gye987d%Ib,,,,,
the ear,u38ny;E#~9,,,,,
the east,xg5Hjvw#bD,,,,,
the edge,L0p+_`ZxFA,,,,,
the egg,KIljHGj.+R,,,,,
the election,l7):QdK58A,,,,,
the engine,Mz)qa^x]~b,,,,,
the evening,e$$J;#t?f!,,,,,
the eye,cUPCyExh2l,,,,,
the face,yUs;gL98Qs,,,,,
the Fall,BBQLL~p=1~,,,,,
the family,H6jju.3vN%,,,,,
the fan [appliance],"f,YiPOp7._",cooling device,,,,
the fan [person],kg_m>7b4=_,admirer,,,,
the farm,nMd>NVm}s;,,,,,
the father,c0]21XW=+j,,,,,
the finger,w|lVmSnvYU,,,,,
the fire,r`YT6t>cvZ,,,,,
the fish,"H,yYSR</wU",,,,,
the floor,wT|apc8]O3,,,surface you walk on,surface you walk on,
the flower,C+;:e=.)?7,,,,,
the foot,iCiI^bH$2c,body part,,,,
the foot [measurement],"bK4^,Blk.^",unit of length,,,,
the forest,S?Um!%3;S,,,,,
the fork,qF+oLKI^;F,,,,,
the friend,uMU51T6y.l,,,,,
the front,mJtiJ:Ujum,,,,,
the game,j=!X/g`(GI,,,,,
the garden,qa5}G|4}f+,,,,,
the gasoline,N(I[)|G)z8,,,,,
the gift,"cC>,|e7#sr",,,,,
the girl,oPS=x*+QrQ,,,,,
the grandfather,"eJ^H&_R,x(",,,,,
the grandmother,jXFLKjpKyh,,,,,
the grass,rmO2t{95k[,,,,,
the ground,hT9dUN{((M,,,surface below,surface below,
the gun,epqwym~fa;,,,,,
the hair,L/7`1!;Y_m,,,,,
the half,A<;~r.t`7[,,,,,
the hand,C1&o|^7K+S,,,fingers and palm,fingers and palm,
the hat,Hi;/p(}WPN,,,,,
the head,Mqc/)+#K{A,,,,,
the heart,FP+N2CsoN%,,,,,
the heat,umfhgZw{VI,,,,,
the hill,"x`,A?XyxF8",,,,,
the hole,QFToXyx0A&,,,,,
the horse,b~BuwbkwBb,,,,,
the hospital,v|0MRgP7Vl,,,,,
the hotel,m[wJVLVqh!,,,,,
the hour,G3idA4P0[v,,,,,
the house,h4=3oh]Ywl,,,,,
the human,JNKP-x:m-v,,,species,species,
the husband,B4(YTL0GFs,,,,,
the ice,jZc1GZ[`#v,,,,,
the image,sSLhZl4(Pa,,,,,
the inch,Ii?4EB/9Tg,,,,,
the injury,r}Ypwl]RwJ,,,,,
the inside,B<IZ]c&T;h,,,,,
the instrument,lMPsoqdDF{,,,for music,for music,
the island,In#^lIB(ru,,,,,
the job,"bT1;W=w1,N",,,,,
the key,OZp=_||itp,,,,,
the kilogram,pRoJz%dbv^,,,,,
the king,K[[@yvRGy3,,,,,
the kitchen,"qGq]<,1fiR",,,,,
the knee,pw;J`%+l_*,,,,,
the knife,Ev3uPfjo0:,,,,,
the lake,"r4~653{,p1",,,,,
the lamp,"u-GPzL,:K~",,,,,
the laptop,nvMb+R|Urt,,,,,
the lawyer,"M}|)hiOcd,",,,,,
the leaf,"G|b,sIiP2J",,,,,
the leg,BFUdd*e9a6,,,,,
the lemon,o)VzZx?oX7,,,,,
the letter,r0]R%csK}4,,,,,
the library,Jtw`577[O|,,,,,
the light,f`S$cmAJ9A,,,,,
the lip,rk:C*tZu1H,,,,,
the location,A~xwh:T[J.,,,,,
the lock,I]P0])d=P3,,,,,
the magazine,bzr3i`{e>p,,,,,
the man,fS{K(x%<eM,,,,,
the manager,"bn{,uR8~cG",,,,,
the map,xe4ia]=C8b,,,geography,geography,
the market,wIJ)ZA|6Y],,,,,
the meter,rRa)7-F6!o,,,,,
the minute,u^Y{ejuf/d,,,,,
the month,pD5m)pMr0?,,,,,
the moon,uZj4obAEf_,,,,,
the morning,Hh7QGhITS1,,,,,
the mother,oG7=8?As[X,,,,,
the mountain,enb;Qn_wYo,,,,,
the mouse,$XXA%4V2!,,,,,
the mouth,QT}?6(9|Lx,,,,,
the movie,D@^/Arcs^+,,,,,
the neck,q@~3dKY(`!,,,,,
the needle,Eb!O9eUpUq,,,,,
the neighbor,MR~P9*ej|r,,,,,
the network,"Yr{N,fI]a",,,,,
the newspaper,I50?pbo?(=,,,,,
the night,Q0`zi|P!nQ,,,,,
the north,EN8r7bNCR3,,,,,
the nose,va::D1WFmB,,,,,
the note,ra{-<JS~dz,,,,,
the noun,vnm]^KmDc],,,,,
the number,k2r*sp/weB,,,,,
the ocean,PNI];jNy*#,,,,,
the office,BK52*vBQgF,,,,,
the orange,b)W:C<^?uY,,,,,
the outside,prq}-kM/@8,,,,,
the page,bqLCkz<{Xy,,,,,
the paint,Ems>zLTg%!,,,,,
the pants,"b,Of-%kUY(",,,,,
the paper,D@w<vhZkW/,,,,,
the parent,jdPo|Y;^LK,,,,,
the park,Fnsy(OA[if,,,,,
the patient,qLl?1VC/fV,,,,,
the pattern,z;v3A2c]2m,,,,,
the pen,"w_owK,j.no",,,,,
the pencil,",nX/rjd?_",,,,,
the person,MVsA8u4!>;,,,individual,individual,
the photograph,K&xqsAylAn,,,,,
the piece,ilb){4@to2,,,,,
the pig,Ih^WZXf$jP,,,,,
the plane,DOL>ho1iWF,,,,,
the plant,FC=v?vFHgB,,,,,
the plate,QHw(S&hl}$,,,,,
the player,vI[`Z(P8{{,,,,,
the pocket,rcnX7rO1Ex,,,,,
the police,nj?dR?~ak8,,,,,
the pool,jPNf5)~K~[,,,,,
the pork,kA;+/|u0rN,,,,,
the pound,p]yc#Vd}D),,,,,
the president,Fv6]bKW0l(,,,,,
the price,rU}uTbKaf5,,,,,
the priest,:TkvNJ%]o,,,,,
the program,jT]RR@|+Co,,,,,
the queen,"Jx>J%,m_&;",,,,,
the radio,Bka8-874|l,,,,,
the rain,IQ2I>qHmr1,,,,,
the reporter,SpLlN]~-j,,,,,
the restaurant,gKAZ5(>wGK,,,,,
the ring,bH^w~?fGDe,,,,,
the river,DvFO.Z/NS,,,,,
the roof,dBOrPIqWe},,,,,
the room,zsm_o]#J^R,,,,,
the root,JhApkw8~E.,,,,,
the sand,rF}Ttt=d2/,,,,,
the school,I/{l5PL({L,,,,,
the screen,I#DZ+Zq.q$,,,,,
the sea,g{fEI$/s{!,,,,,
the season,M8PCfI{lRa,,,,,
the second,o>zb^)Vxdy,,,,,
the secretary,z+=*}6e~2),,,,,
the seed,"Hc~2=LX,9]",,,,,
the ship,bQug%z6M=9,,,,,
the shirt,"KuEV:jsL,9",,,,,
the shoes,kuqfi@|~yL,,,,,
the shoulder,O-&lhwxHsF,,,,,
the side,AG)StF_+0Y,,,,,
the sign,n=Q48:|$!n,,,,,
the sister,wS<|URSYLn,,,,,
the skin,qxWQJo|lK~,,,,,
the skirt,CwMLq+>p9a,,,,,
the sky,eQczefeikE,,,,,
the snow,NDonbpQg!=,,,,,
the soap,"jo+iriQ3m,",,,,,
the soldier,"n,%*G*O!-b",,,,,
the son,j31onobUUR,,,,,
the song,"D:,{n8CB5f",,,,,
the sound,m:j5nU#A~},,,,,
the soup,IR2vD5chaI,,,,,
the south,jC6%teWjj&,,,,,
the spoon,D[aq8RQ!^n,,,,,
the Spring,eE;&Aw1S72,,,,,
the square,z_*@j=46U<,,,,,
the stain,"z&r2LQW,[D",,,,,
the star,D}Z]5R$5vw,,,,,
the store/shop,Ok07:k3b_+,,,,,
the street/road,"F7(5,F0g$n",,,,,
the student,fQ|`x;ml=Y,,,,,
the suit,rR!aBkooju,,,,,
the Summer,CRp~`dZGo1,,,,,
the sun,"h<girRc.,>",,,,,
the T-shirt,A<vxIg*kG&,,,,,
the table,Rh|+AopxAZ,,,,,
the teacher,DV)L?FBP.v,,,,,
the team,DqLox=XnS[,,,,,
the tear,m3o?)si~G_,,,,,
the telephone,D99YZ0s7.o,,,,,
the television,u&x7G]R3lJ,,,,,
the theater,"b5H/(,Je%d",,,,,
the time,"f/ByxK*,#k",,,,,
the tire,F{nvJ%A?J},,,,,
the toe,ibe3Q9A|J3,,,,,
the tongue,I^b5y$r3qL,,,,,
the tool,BWImzv!)Y?,,,for work,for work,
the tooth,"k*rZ+0W/},",,,,,
the top,i-tup7O0H>,,,,,
the town,snZPB~UQ[<,,,smaller,smaller,
the train,iSAUy2hVtJ,,,,,
the train station,GAIXweB!w!,,,,,
the tree,eU;c&ZrrU;,,,living plant,living plant,
the truck,CMvXD=SXQN,,,,,
the university,Fl5yS=NVOT,,,,,
the valley,s)dq5q|u~K,,,,,
the verb,cd/t&+fiU6,,,,,
the victim,"n@P6,:sJ*k",,,,,
the voice,DgO*]!dGzx,,,,,
the vowel,v@I440uHWM,,,,,
the waiter,"Q&,M6.!$))",,,,,
the wall,pg)D}2N[wW,,,,,
the wave,QA]*4rEgPP,,,,,
the week,zILUyH#86N,,,,,
the west,u@)MFoV:c},,,,,
the wife,zU=BO`)*.@,,,,,
the wind,"wgh3,OBmUt",,,,,
the window,I?d=Wq=K%H,,,,,
the wing,CO=9WOn<PX,,,,,
the Winter,IyM}YadI&M,,,,,
the woman,j{JW7WoEd{,,,,,
the world,nBYu~JtTD[,,,"planet, everything","planet, everything",
the yard,I_#]Ua4;Wu,,,,,
the year,b[X+r6L/nK,,,,,
they,o-Eoq-KV)u,,,,,
thick,u*GuyTH>Lk,,,,,
thin,N#7P..8uj6,,,,,
third (3rd),K!=CFrp$?g,,,,,
thirteen (13),jcc-C9uh4L,,,,,
thirty (30),BK$QSdNN3},,,,,
thirty-one (31),u34$%*at)%,,,,,
thirty-two (32),h|7Ct#4k(M,,,,,
three (3),E;%6+5O0gs,,,,,
Thursday,O3Cr-;svte,,,,,
tight,M8y7Z`iyg2,,,,,
to beat,Ptd)${^uMG,,,,,
to bend,O9sh-c75tN,,,,,
to break,HVv{=i<@rR,,,,,
to build,"I)DXCbH/,U",,,,,
to burn,eJaV)_.PRB,,,,,
to buy,mRrry9Edd$,,,,,
to call,GcosH]K{qq,,,,,
to carry,h2CNZR(rEx,,,,,
to catch,jHWGNB<:lW,,,,,
to clean,}DcRM}U{p,,,,,
to close,Eo)$7#jx}J,,,,,
to cook,FCxvd~H}Ab,,,,,
to count,JO/.0.9Y@5,,,,,
to cry,KcT(=>odbS,,,,,
to cut,eSHSM.1YX?,,,,,
to dance,m[MxpI13]d,,,,,
to die,NXVUP1R&:2,,,,,
to dig,m;OV;M)D!(,,,,,
to draw,kNGN!O6TS{,,,,,
to drink,v%uHIG(O%T,,,,,
to drive,Ke=awx~nwF,,,,,
to eat,H3wol8.BC;,,,,,
to explode,ESAmM9b6!#,,,,,
to fall,w)-(O)BkC%,,,,,
to feed,p{vB-l[27v,,,,,
to fight,dKeb]t:or5,,,,,
to find,6)is.nml1,,,,,
to fly,NXzdRQ>rZO,,,,,
to follow,i);[%}Kz#[,,,,,
to go,eQQvG36eX8,,,,,
to grow,MMK~PC_eJr,,,,,
to hang,jVAP>}4~>c,,,,,
to hear,"K}9&cwGJ,`",,,,,
to jump,Oy?!WliWx),,,,,
to kill,"k4K_Y2Z,Zf",,,,,
to kiss,J/_O~l:cjr,,,,,
to laugh,oiEKgr]dV],,,,,
to learn,dt#XwRh}6d,,,,,
to lie down,CmG7>*Qz7@,,,,,
to lift,pm%?m#pyoF,,,,,
to listen,g-wf{/7u?l,,,,,
to lose,s]k~`PJ&@4,,,,,
to love,H4cX+JMn~b,,,,,
to marry,PA]N4C|BpD,,,,,
to melt,CW_J3Ad1!-,,,,,
to mix / to stir,d0nA@XgHTf,,,,,
to open,xPgS6;:mNU,,,,,
to pass by,CaSn7ENI.I,,,,,
to pay,qC!-37P{hB,,,,,
to play,K)vX;Ob!L+,,,,,
to pray,ie6-`JbHf_,,,,,
to pull,"e~9<7,N*Jt",,,,,
to push,M<vjEBiha],,,,,
to run,z%D[nn{Rj+,,,,,
to see,"mvh!,L6rK7",,,,,
to sell,FxAfy|o=gn,,,,,
to shake,p0_TzxR(4t,,,,,
to shoot (a gun),pruA1gl2QD,,,,,
to sign,g&IZ9$Z_k8,,,,,
to sing,b|di.Xh{UB,,,,,
to sit,L5$>xt7&*6,,,,,
to sleep,drV_hx^lpe,,,,,
to smell,lz^>_Do;1r,,,,,
to smile,0J$^2C?]@,,,,,
to speak / to say,B~Afk4m5J!,,,,,
to stand,CO3saE->]u,,,,,
to stop,mba+lj-yo!,,,,,
to swim,z8wOK[r<:z,,,,,
to taste,n9IZ]5mN1),,,,,
to teach,zhPh!ImYQ7,,,,,
to think,A?khhT7HNA,,,,,
to throw,EP$]C<cCur,,,,,
to touch,"JG,sS2z%~:",,,,,
to turn,j<1@:0ce#9,,,,,
to wake up,og%NBKU*1/,,,,,
to walk,vxffGE!=`>,,,,,
to wash,F|[o0T*G.@,,,,,
to watch,qe9)|!6&!v,,,,,
to wear,f3s)N>`W}c,,,,,
to win,"pu*,d@x+<Z",,,,,
to work,HXl+*c#F2x,,,,,
to write,K-&gz.um:k,,,,,
transportation,M$|(5m&VAY,,,,,
Tuesday,v%!eD^1QG~,,,,,
twelve (12),O<_K>`1Hml,,,,,
twenty (20),cEH]s&@Gm-,,,,,
twenty-one (21),w}J*j+7CY#,,,,,
twenty-two (22),h9zE9j=N45,,,,,
two (2),F<ofkkgJu,,,,,
ugly,yO0._0uMW(,,,,,
up,i1Xwv10X?X,,,,,
war,"IE6;7)K,Wh",,,,,
warm,E{8_KxpXFp,,,,,
water,DK:FfV)BI%,,,,,
we,kp7dgfI(N&,,,,,
weak,LyJ{GBU?PS,,,,,
wedding,Jn2QNs8Ji.,,,,,
Wednesday,F2]}5BhrW{,,,,,
weight,Q6O7j&fj0c,,,,,
wet,ddqx6G4`Xn,,,,,
white,e{wl]k)qV&,,,,,
wide,c=On7o]G1I,,,,,
wine,QWD|Z7/Gbu,,,,,
wood,lV;$U`;?@Q,,,material,material,
yellow,NM[z[)4NnU,,,,,
yes,K}=WC}k$Q,,,,,
"you [plural, y'all]",pL5K?&*l[W,,,,,
you [singular],P3=]PR=dM5,,,,,
young,r<B=f~=%L;,,,,,
