key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
the foot,P|^jpeoMr9,body part,,,,
the foot [measurement],c}LC>sU%34,unit of length,,,,
the forest,M?Y^^SluX?,,,,,
the fork,z&CY7&B>6~,,,,,
the friend,J<=ZCst]e!,,,,,
the front,"J,V]Wgy[cM",,,,,
the game,i^*}P@LQVR,,,,,
the garden,CW^BvJ;*VK,,,,,
the gasoline,hrvtIe&y]m,,,,,
the gift,|lMR+gQET,,,,,
the girl,BrcYIFj#2S,,,,,
the grandfather,nWfe_#C_jG,,,,,
the grandmother,Hz+enoG6vW,,,,,
the grass,x|ZM8eCRQI,,,,,
the ground,Fr82M]GM1%,,,,,
the gun,sEjt{hTP&B,,,,,
the hair,u!&H0p/Zc[,,,,,
the half,B8XsIT|6$-,,,,,
the hand,d<U!x56aD1,,,,,
the hat,y3rHgwAus+,,,,,
the head,fMEy@&;o7Q,,,,,
the heart,rnH4R9H~[S,,,,,
the heat,E&uVSM{n2h,,,,,
the hill,b|x::WLBg~,,,,,
the hole,HbT=Mm4lgA,,,,,
the horse,wN([IvQ4vy,,,,,
the hospital,"p$<,x)-lDh",,,,,
the hotel,f$$O%jfimJ,,,,,
the hour,H`q[-JVd@~,,,,,
the house,"vf-rEKF:C,",,,,,
the human,Aa^FmU:D#3,,,,,
the husband,c}zvW<*:*s,,,,,
the ice,pW|l7Qa@GP,,,,,
the image,vfv{pfx=@),,,,,
the inch,EuZkS-kHa&,,,,,
the injury,v63PDt{?;K,,,,,
the inside,c%cRd3t]Uh,,,,,
the instrument,"B1>,jS?f[H",,,,,
the island,P^;wTF((yP,,,,,
the job,"A62,Rd67lz",,,,,
the key,xxr4E]X$2_,,,,,
the kilogram,ex2;q:4-In,,,,,
the king,P#eFR>4-q+,,,,,
the kitchen,qzdTIQ*z|/,,,,,
the knee,O(]M+at/nI,,,,,
the knife,G{x9cbBR*p,,,,,
the lake,O].K@mxEK-,,,,,
the lamp,eMaX3=5|vs,,,,,
the laptop,Y0Dc5GI1~,,,,,
the lawyer,"uLn5O,^[yG",,,,,
the leaf,oh_ifQat|^,,,,,
the leg,"gsSa,BNsaN",,,,,
the lemon,"fE^x-vE,Q%",,,,,
the letter,r<7UCv~23},,,,,
the library,eb<8HN3su9,,,,,
the light,iKSn*SA_++,,,,,
the lip,kgM9AugHtk,,,,,
the location,MV_b~eIyr8,,,,,
the lock,FFO4[c[EX0,,,,,
the magazine,EKapDzNrJ/,,,,,
the man,rz=Egf`0-,,,,,
the manager,neXEh6?0%H,,,,,
the map,x}kMnu}=Gb,,,,,
the market,w}]&n%I_!*,,,,,
the meter,k=xaMk!_Bl,,,,,
the minute,n:tF+8(z=p,,,,,
the month,l9D-namd?4,,,,,
the moon,"fde%M!Tn[,",,,,,
the morning,Mg+4QJQdft,,,,,
the mother,rR65}I:KR5,,,,,
the mountain,oynay?9LMg,,,,,
the mouse,i(o~}39J<q,,,,,
the mouth,hBWVL9K=Gg,,,,,
the movie,DaRG+WseFy,,,,,
the neck,"m[78,T1$qz",,,,,
the needle,y?g`I9^vcj,,,,,
the neighbor,L?r~6AQ91*,,,,,
the network,cGqEh[tT);,,,,,
the newspaper,y&)*odF4@6,,,,,
the night,t-!2DY#(t/,,,,,
the north,E-l@&1dc|W,,,,,
the nose,oWjkGlgE&1,,,,,
the note,"fQUF*3okQ,",,,,,
the noun,lRRG&IWifj,,,,,
the number,K$h8GJUscS,,,,,
the ocean,uK*j5%K&Ol,,,,,
the office,COC4bO;_`9,,,,,
the orange,H;3O_N|aY>,,,,,
the outside,uS?kUD;?W>,,,,,
the page,fdfhbEhdV%,,,,,
the paint,lsZ+k}y/7^,,,,,
the pants,tHdC&SHG|w,,,,,
the paper,v->QG[!C|z,,,,,
the parent,AOR&n8Yn*#,,,,,
the park,cOHL|2U+D&,,,,,
the patient,Em5Me>37z8,,,,,
the pattern,w[JANA^B;L,,,,,
the pen,sk>n*vv&{N,,,,,
the pencil,lsOanKvga&,,,,,
the person,d9huChRZ@2,,,,,
the photograph,Q;~w2}=?hH,,,,,
the piece,K+>vkZ*j;Z,,,,,
the pig,pV3uqsHclm,,,,,
the plane,"DtgP~#e,!@",,,,,
the plant,"g`X$GW{w,R",,,,,
the plate,ON$4dMdzj.,,,,,
the player,bu51ISz-4D,,,,,
the pocket,sCg/=IabmC,,,,,
the police,e65QRu)60Z,,,,,
the pool,err[SA+#n8,,,,,
the pork,AyP*&*^+nc,,,,,
the pound,o2_z497zuE,,,,,
the president,Ix)-5R6EH1,,,,,
the price,PlMBcbL1c4,,,,,
the priest,vlSUX`RN}<,,,,,
the program,sj}iB-5Fww,,,,,
the queen,tYD=yz(exc,,,,,
the radio,C}Zn6.|UF|,,,,,
the rain,EPN5~~#&Ko,,,,,
the reporter,t(@4*M-DN.,,,,,
the restaurant,jzAWB?Sb;H,,,,,
the ring,h2&X=wZUxY,,,,,
the river,c:Labtjji4,,,,,
the roof,pbYD5;UJ6j,,,,,
the room,"N8q>0,x%s(",,,,,
the root,gl;]r;b7fF,,,,,
the sand,I?Smj~($f^,,,,,
the school,Gio+7}k(T3,,,,,
the screen,L>~VMz_.~p,,,,,
the sea,f1tV/%;W./,,,,,
the season,y]?DN}2PQ.,,,,,
the second,N5QHaD@P4@,,,,,
the secretary,C_1U_hD=Ca,,,,,
the seed,P*L<[K4TYv,,,,,
the ship,yiO9>{Lrf*,,,,,
the shirt,LI;K`9To3E,,,,,
the shoes,c&+^}~myoG,,,,,
the shoulder,``j8Z|Z:r,,,,,
the side,A7>V{$Af}8,,,,,
the sign,FmfG/6uGF$,,,,,
the sister,Hr2R.<):8%,,,,,
the skin,lnYI/E_glS,,,,,
the skirt,DZ1/&mCazY,,,,,
the sky,"K,ZbJ(_I&J",,,,,
the snow,CwuAxUJY#0,,,,,
the soap,EyEiF+hE~z,,,,,
the soldier,on(Q~;w1hu,,,,,
the son,CuuCrSvik;,,,,,
the song,f3U{~$S`<2,,,,,
the sound,"u[.,`b?A)C",,,,,
the soup,s{Qbw!-eqY,,,,,
the south,o#s)05*To1,,,,,
the spoon,pzi=!Dq~w&,,,,,
the Spring,I14mb-9<8:,,,,,
the square,Ezj@&{bxY_,,,,,
the stain,hAv7C]FGD@,,,,,
the star,LMb/D+;~=J,,,,,
the store/shop,CZ(U]Kaglg,,,,,
the street/road,ka*Dnu%XQK,,,,,
the student,"N{@C_2v$,i",,,,,
the suit,"l&c[;Z,qWR",,,,,
the Summer,wyLNCg$4;N,,,,,
the sun,"b`:qLT6[,V",,,,,
the T-shirt,zcvA|bpo@N,,,,,
the table,KyQXIb%j[b,,,,,
the teacher,r-D~if>J!J,,,,,
the team,A(A/#E`jUW,,,,,
the tear,B5w|NW||Gp,,,,,
the telephone,tQwCfTcnhS,,,,,
the television,l9.^^_QEO:,,,,,
the theater,lrm-l9-]+&,,,,,
the time,F42JO|W3F*,,,,,
the tire,kPS<o;SmAn,,,,,
the toe,E]a9fmQj1w,,,,,
the tongue,"n^!,$jHYks",,,,,
the tool,y0AC1fvx&},,,,,
the tooth,uT+&:1fV}w,,,,,
the top,"l,?^,^Q!qS",,,,,
the town,H;dsxfhg`b,,,,,
the train,ssOBI6~5B*,,,,,
the train station,u!6d+P{Esi,,,,,
the tree,yJyqTV]2ln,,,,,
the truck,k%?59d$wc.,,,,,
the university,B!j?Q[{$u/,,,,,
the valley,t[kMI=3O5M,,,,,
the verb,PxUStXDV<(,,,,,
the victim,Qr|%.M:/FG,,,,,
the voice,FF-xX*K_2w,,,,,
the vowel,npE+YqNWVm,,,,,
the waiter,MXK.`5A/LO,,,,,
the wall,m*II^JRC?q,,,,,
the wave,xi4u@oH(CK,,,,,
the week,u7<qQ35?:W,,,,,
the west,eg+{A0lrL^,,,,,
the wife,B34i.:oRsD,,,,,
the wind,"i,Qx>]en2q",,,,,
the window,Or(|42GfAZ,,,,,
the wing,HRgKc[$IoL,,,,,
the Winter,FslaE<=~sM,,,,,
the woman,luAR!]DhTm,,,,,
the world,z<t=#r]5>`,,,,,
the yard,m)-smO4q*:,,,,,
the year,jaRm^y`4U<,,,,,
they,B(Sv;K]lJD,,,,,
thick,HEb-&E~kKM,,,,,
thin,itMmi-[r}y,,,,,
third (3rd),"qLxy1*`,V%",,,,,
thirteen (13),BJu-D[6LvV,,,,,
thirty (30),KE2<wdoMj;,,,,,
thirty-one (31),GmDP?[#Wda,,,,,
thirty-two (32),"JRG[*UU,0^",,,,,
three (3),A(3JwS:Qe.,,,,,
Thursday,D86=7Vwo5m,,,,,
tight,DO7r9:qj_a,,,,,
to beat,jAmuFX~>lJ,,,,,
to bend,EFLL?Cl=^V,,,,,
to break,C|v@w.Yik<,,,,,
to build,y+E6~`$RT.,,,,,
to burn,dMF5N$oFHl,,,,,
to buy,J:_c3/LC}2,,,,,
to call,y(%OJDb)py,,,,,
to carry,BXV#z(eNr2,,,,,
to catch,K)3CpRM[FA,,,,,
to clean,E78EroN{a4,,,,,
to close,Jnv2wc39ZW,,,,,
to cook,LNB;|};ZgX,,,,,
to count,E06pHJfP//,,,,,
to cry,K;cF]JO-8U,,,,,
to cut,sC#d]1CYf<,,,,,
to dance,B2:x[ku@QQ,,,,,
to die,t5CApdy*1P,,,,,
to dig,p>je|vXdM!,,,,,
to draw,sB9};A3f(?,,,,,
to drink,rayC~PTS$W,,,,,
to drive,wS9VY}Xx&{,,,,,
to eat,Bq[c!c3muE,,,,,
to explode,P)9c7frt}],,,,,
to fall,H#+|Q^9L=w,,,,,
to feed,wyOal075F,,,,,
to fight,oK?421!arf,,,,,
to find,p`izd+^#^T,,,,,
to fly,tMH*bQ8oSK,,,,,
to follow,LgZ3F=IVA/,,,,,
to go,"NhbS~IyM,X",,,,,
to grow,p8eM*$987,,,,,
to hang,D/=6BxuoV+,,,,,
to hear,"qk,*6rq*WS",,,,,
to jump,eAJY)c{2bo,,,,,
to kill,j9@D>O$!7I,,,,,
to kiss,ABpeS(/%.[,,,,,
to laugh,"An<@s@#x,G",,,,,
to learn,KY6w+in{*`,,,,,
to lie down,gvv=S{;]Gp,,,,,
to lift,I)BfkO%$0m,,,,,
to listen,"O9kwBmx,R!",,,,,
to lose,q@>Nm/XH?T,,,,,
to love,rg9<-IM8e%,,,,,
to marry,D{@A)OU6ea,,,,,
to melt,gx?LjUg~A5,,,,,
to mix / to stir,BI;ekplP%B,,,,,
to open,n+%7~|_$>1,,,,,
to pass by,A+?UcKqL|s,,,,,
to pay,i<HewMSCJf,,,,,
to play,wr&C)I7=C[,,,,,
to pray,fX-CoRJFh>,,,,,
to pull,iOsudD-k3C,,,,,
to push,eNAxQ1bD;q,,,,,
to run,d&bs6K0T^2,,,,,
to see,JcKNnZUzcZ,,,,,
to sell,d1N]`Gt>%5,,,,,
to shake,yE?hx[Nao`,,,,,
to shoot (a gun),IjF%X05w>),,,,,
to sign,Pc_c}FvUJD,,,,,
to sing,LfyjC%OiX<,,,,,
to sit,s-^5]aw7lH,,,,,
to sleep,DtOLKJr10G,,,,,
to smell,nXC:il3#<Y,,,,,
to smile,DOYC/;UEug,,,,,
to speak / to say,O**eGf}wju,,,,,
to stand,t:[9u0e?.j,,,,,
to stop,w_udjrXuyB,,,,,
to swim,I~lNkRq/R9,,,,,
to taste,z=jw6z9GGB,,,,,
to teach,NigmVGVdBk,,,,,
to think,|1*e554~t,,,,,
to throw,s&{h<yHPQ;,,,,,
to touch,JW`Bh&QVY%,,,,,
to turn,FYR5Vs%&wh,,,,,
to wake up,hpjH*?oXp:,,,,,
to walk,nKGUx`?pWz,,,,,
to wash,p<|a/hE5[N,,,,,
to watch,nQ(Z)=c3kh,,,,,
to wear,zId{By;$RJ,,,,,
to win,P{;O!GJ@+$,,,,,
to work,L%8S)</X5^,,,,,
to write,vY9UcGqPOL,,,,,
transportation,"KL35V(N,RE",,,,,
Tuesday,v|?o;2jXb~,,,,,
twelve (12),mnO:{`^P4{,,,,,
twenty (20),oxX46D].I+,,,,,
twenty-one (21),eYc<BpVRh?,,,,,
twenty-two (22),z3qUqih|H),,,,,
two (2),D|MMz`3l_;,,,,,
ugly,O&]4vU)w-s,,,,,
up,pPYphfMDY*,,,,,
war,vu*>++Dd|],,,,,
warm,vtg{5aeP(.,,,,,
water,DDU+WQYDT*,,,,,
we,kcoA.smJ_Q,,,,,
weak,z#|KQ/vt8h,,,,,
wedding,AF.blcHeS#,,,,,
Wednesday,x>=dBr0xl},,,,,
weight,ddYZde8HTA,,,,,
wet,"NX>h;,*f:&",,,,,
white,Ivm*]w4e8+,,,,,
wide,faH~d08X7I,,,,,
wine,v(Qs%{@Als,,,,,
wood,ma63cH8t[z,,,,,
yellow,j|~KS:.P!Q,,,,,
yes,GAz/w.fh+],,,,,
"you [plural, y'all]",C76=S=^*|O,,,,,
you [singular],izqJv^9<ED,,,,,
young,D:W7V4H51=,,,,,
