key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
shallow,"z,!f;Ftg:j",,,,,
she,"M!64k,MXbm",,,singular,singular,
"short [opposite of ""long""]",t-P+V/;&1Y,length,,length,length,
"short [opposite of ""tall""]",AZ:z|`PZ(B,height,,height,height,
sick,H#Z22&%3Ko,,,,,
silver,dOYEBPt6@|,,,,,
six (6),EP5s.33|WY,,,,,
sixteen (16),CITDb!JPBs,,,,,
sixty (60),e-%RQxoeQ#,,,,,
sixty-one (61),m%P~:;HFH1,,,,,
sixty-two (62),GHQaYD@5bF,,,,,
slow,Jl5{s`}Mb&,,,,,
small / little,o}|9$cros~,,,,,
soft,N+^b)L&xn>,,,,,
soil/earth [ground],w0VP=QbLRQ,,,,,
space (outer space),v`H_!9:*Ji,,,,,
sport,LNk78UkKe],,,,,
stone,dmm25$1V[i,,,,,
straight,sW;)K3SR7U,,,,,
strong,M38TVHV]4c,,,,,
sugar,Ebz=rVIVp-,,,,,
Sunday,x*RNhKO@Dm,,,,,
sweat,n^2d^/xR9Q,,,,,
tall,LwF#b}O]H8,,,height,height,
tea,z$J0^@O]nU,,,,,
technology,y*rxwM!;%1,,,,,
temperature,z4a1)cfOq;,,,,,
ten (10),oE=Hc~l)!$,,,,,
"ten thousand (10,000)",cp?)KIH%)a,,,,,
the (train) ticket,F6k.{Vheq-,,,,,
the actor,"HXzO^6,(^~",,,,,
the adjective,hw2Ef5q&A8,,,,,
the adult,gtHF~saNBU,,,,,
the afternoon,"m$(h.,B]hA",,,,,
the air,]N$+)zc@B,,,what we breathe,what we breathe,
the airport,LAn!T|b=Zp,,,,,
the animal,"w}E+GKBST,",,,,,
the apartment,t?lB@eu>8g,,,,,
the apple,x>V<)2x3s0,,,,,
the arm,uF9!d3Hx>>,,,,,
the army,j-/p;Ciq-=,,,,,
the artist,IPrP<^gB:#,,,,,
the attack,"F62{](,jJR",,,,,
the author,rP~bE]77;h,,,,,
the baby,DvnliqpqkZ,,,,,
the back [anatomy],Qvea+_p1~%,body part,,,,
the back [location],z2E|P*yh!u,behind,,,,
the bag,swBxFepf#{,,,,,
the ball,"qpG7=/,PA<",,,,,
the banana,tu>R*;)wJ8,,,,,
the band [music],h16@M.Z<E~,,,musical group,musical group,
the bank,sJ[HV7pY88,,,,,
the bar,h~Wh|uKb-%,,,,,
the bathroom,r*)h!WGZ=y,,,,,
the beach,B-H*T>EwW+,,,,,
the beard,QO~TN^&g&{,,,,,
the bed,"pLT@zUG,o$",,,,,
the bedroom,vz+4b%SRu/,,,,,
the beef,vy0t~t>~M/,,,,,
the beverage,y&UkGt_0gz,,,,,
the bicycle,IOay7h$zc,,,,,
the bill [bank note],"e~Y:,^J<IO",,,,,
the bird,"qCz;Yk&Z,y",,,,,
the boat,McE*Bk(=uw,,,,,
the body,c+58X.&g$[,,,,,
the bone,G6fJ*w^Noq,,,,,
the book,Kl3>xl%?=b,,,,,
the bottle,x-?NzmBdSO,,,,,
the bottom,jR+;V3q5~Q,,,,,
the box,FHrpn.9Miq,,,,,
the boy,u-EIPU8|||,,,,,
the brain,w.?4oI)~$m,,,,,
the bread,K#;g=eSxU9,,,,,
the bridge,h+yKzY]IMR,,,,,
the brother,EnURaF@oY4,,,,,
the building,IK:a;#Z5`j,,,,,
the bus,L~z1di=e:m,,,,,
the cake,"rvt#~Wn,O(",,,,,
the camera,M6bq8]{@7q,,,,,
the camp,zNe_ql-HM#,,,,,
the car,BD.<VXd|QU,,,,,
the card,A0QU/KXWGb,,,playing card,playing card,
the cat,i`:&J#xXqI,,,,,
the ceiling,C8Oc)DSX#P,,,,,
the cell phone,FjNvn6>`5|,,,,,
the centimeter,o[qo4A0nmf,,,,,
the chair,Irm7JVt9rP,,,,,
the cheese,D/1$cL`/=A,,,,,
the chicken,cQQ$OKaUvD,,,,,
the child,"mQ,L<AB!?a",,,,,
the church,ggw_%VvbYO,,,,,
the circle,s(-aL)Z6?a,,,,,
the city,Jnp+C=[33h,,,,,
the clock,fb1:f.XmyW,,,,,
the clothing,dOJWd0ywEV,,,,,
the club,"b<mAl=MW,@",,,,,
the coat,n^D<E>IOBi,,,,,
the color,pb[[oI5SFD,,,,,
the computer,wV4yA}e!v2,,,,,
the consonant,JVXOoQWf:i,,,,,
the contract,KUpE/I71/E,,,,,
the corn,gps^z#CX%S,,,,,
the corner,m~}B}EHu:@,,,,,
"the country (USA, France, etc.)",lOme9/U%t2,,,,,
the court,"Ig,Xp#^$i^",,,,,
the cow,"btB%ju`C},",,,,,
the crowd,Ie1sTb!UBj,,,,,
the cup,vsKJ:MpCtM,,,,,
the date,"O!pJ,BBDeB",,,,,
the daughter,ofMc|QrxrZ,,,,,
the day,iM`Y$WGT:M,,,,,
the direction,cK/)/9T1o#,,,,,
the doctor,D)LXD5oKX7,,,,,
the dog,r-`1?Ts^HO,,,,,
the dollar,fz:SpW-XE%,,,,,
the door,mmqVnK4wu#,,,,,
the dot,ifD%RGp^!!,,,,,
the dream,s$<rYo^_|F,,,,,
the dress,HabzUwwF#b,,,,,
the drug,"wsjBjV{,V7",,,,,
the ear,dO6W3[7n%+,,,,,
the east,tZUIZW*lak,,,,,
the edge,e=27)8nfYR,,,,,
the egg,x|HHw|c!aR,,,,,
the election,M5B;PKe1aK,,,,,
the engine,HdC$^C:&u],,,,,
the evening,OgO!Ct}[@z,,,,,
the eye,F.2@%bWI3:,,,,,
the face,Iy<g8]ShZ{,,,,,
the Fall,gr_]>KEqE5,,,,,
the family,P7|N2!.spu,,,,,
the fan [appliance],g<4X:l%SXH,cooling device,,,,
the fan [person],oLc|&-7tLT,admirer,,,,
the farm,LJ:@:ZK|c`,,,,,
the father,k*P=I:+OV;,,,,,
the finger,QU5^w(>3XW,,,,,
the fire,N`N/&::9Yh,,,,,
the fish,zdoC7j~WY:,,,,,
the floor,AY`@t8fojy,,,,,
the flower,EqF|{Q^Ks7,,,,,
the foot,"KSHo,!7KcK",body part,,body part,body part,
the foot [measurement],t+;LFID68H,unit of length,,unit of measurement,unit of measurement,
the forest,cyW)eojx-^,,,,,
the fork,lwltRisfpv,,,,,
the friend,t/<2sq-EBT,,,,,
the front,J%bsO@vX}E,,,,,
the game,B/)*kx}-Zt,,,,,
the garden,AwG6:`!h=k,,,with plants,with plants,
the gasoline,OR)fL/Ew?$,,,,,
the gift,g|Qx*$.#Vy,,,,,
the girl,l8mxI558C&,,,,,
the grandfather,do_5W@|Vs[,,,,,
the grandmother,z<{RziS2)w,,,,,
the grass,xnc:_HBA@Z,,,,,
the ground,d;:5c#9+Wf,,,,,
the gun,b;QRV^fyd#,,,,,
the hair,h)3(?^]ICD,,,,,
the half,cF!0tiF#=E,,,,,
the hand,lt<$FG)5Qh,,,,,
the hat,GRiV;C3>n=,,,,,
the head,q}7hlh3SFE,,,,,
the heart,Q%0o&]#xNk,,,,,
the heat,hc;#i-Zr=/,,,,,
the hill,J6XE=fv}?r,,,,,
the hole,cja-pG(yG(,,,,,
the horse,e;6U~lf3`X,,,,,
the hospital,"iz|G,CS@4A",,,,,
the hotel,sIA)N.4PCk,,,,,
the hour,He#>&x></@,,,,,
the house,"b~t,/ETzA{",,,,,
the human,rROY31oE+J,,,,,
the husband,qdY7LVF$AH,,,,,
the ice,GJ!*WOHOvZ,,,,,
the image,l}kYUQI?tD,,,,,
the inch,Nm0cPDHzQ>,,,,,
the injury,bk7Hx_(mTQ,,,,,
the inside,Ot2&8y!/@%,,,,,
the instrument,H:uiR@Dq2@,,,,,
the island,sh8FMzOfPg,,,,,
the job,IcrN;6I9U+,,,,,
the key,v3X(168);R,,,,,
the kilogram,J4$i]ayGRV,,,,,
the king,KO=zF=-`4b,,,,,
the kitchen,vF<nF<E}=t,,,,,
the knee,"s0[,fO=+Z[",,,,,
the knife,I$ei3xEn$g,,,,,
the lake,GR)Q^<}Y{],,,,,
the lamp,idn)3j(s_b,,,,,
the laptop,zbu0nz6v38,,,,,
the lawyer,Iz*hA&|rGN,,,,,
the leaf,J/ACpNsv~),,,,,
the leg,v2Bhta-nin,,,,,
the lemon,bknA6eddZP,,,,,
the letter,B5OIPPwS:_,,,,,
the library,oxup`zsl@S,,,,,
the light,jRf2Eax/Il,,,,,
the lip,"LQ,9A_OKCA",,,,,
the location,vg$O5IFEc<,,,,,
the lock,fQ$H~sx$``,,,,,
the magazine,zi&R+_-!sJ,,,,,
the man,qpAVU-25)l,,,,,
the manager,v-5tQ:-w?F,,,,,
the map,so<}IK=`Hz,,,geographical,geographical,
the market,dCvSo@8RN~,,,,,
the meter,E3<$TmDC.R,,,,,
the minute,fvF+9fB#$B,,,,,
the month,hbQ2@MP-*t,,,,,
the moon,tNaEVCY}R|,,,,,
the morning,p}fRC]e.]!,,,,,
the mother,xvv_l$X{5$,,,,,
the mountain,yn47>%5t$-,,,,,
the mouse,"b,R9[^:13x",,,,,
the mouth,"gs!ip+zJ,o",,,,,
the movie,"kn(g,eK@>)",,,,,
the neck,p?U6|.y2b$,,,,,
the needle,v*$x*L_sQE,,,,,
the neighbor,K08LLQ$~0],,,,,
the network,LsSA$v0Bx&,,,,,
the newspaper,u.A{+6E;0-,,,,,
the night,vjQo|=9w9{,,,,,
the north,mVWjpdX^+i,,,,,
the nose,lkK8_&=YAO,,,,,
the note,z>e8s^#ldW,,,,,
the noun,v{QX78o3{2,,,,,
the number,Q~zsGl`xRm,,,,,
the ocean,Ib=e@LpVCI,,,,,
the office,zDLc_x^XhZ,,,,,
the orange,Fxor6qaT|l,,,,,
the outside,c@#4Ao5Y~x,,,,,
the page,x2z/;y[dM5,,,,,
the paint,cXmxFK[&`<,,,,,
the pants,r7k#s}3zAg,,,,,
the paper,tE(s~:1xDP,,,,,
the parent,HA8WAPSPEN,,,,,
the park,sbd+So6e&>,,,,,
the patient,fw$/2PG6``,,,,,
the pattern,w+Ig~a%o_V,,,,,
the pen,elC}r[LCI[,,,,,
the pencil,A6F:4AdMc`,,,,,
the person,kT83b!aS47,,,,,
the photograph,PjT)NZk9o,,,,,
the piece,O/7CG]^#3_,,,,,
the pig,POT&sc7JH;,,,,,
the plane,gg*X_F3kWo,,,,,
the plant,y)?Ug^WJ3F,,,,,
the plate,ojiW=@^Y>I,,,,,
the player,ddYJQF}_sa,,,,,
the pocket,tK(EA$HOlL,,,,,
the police,c3HJG-3L7J,,,,,
the pool,c:zO@0]_`u,,,,,
the pork,jM0;T(oscy,,,,,
the pound,"ArW,XO4>C",,,,,
the president,qW:CJUs|Q?,,,,,
the price,F}c4JuZ?#s,,,,,
the priest,ALGxyeWa;P,,,,,
the program,H?YMp)(_{Y,,,,,
the queen,"lj30,|(Ak!",,,,,
the radio,"m(P~/(,~Wl",,,,,
the rain,J;1hY+}S@q,,,,,
the reporter,u/x`%yRT[@,,,,,
the restaurant,A{+RS&E;3u,,,,,
the ring,g$<PlqK;Qm,,,,,
the river,PZ%{sn%UD?,,,,,
the roof,hJX-QMa$ru,,,,,
the room,j8d;ixWt]>,,,,,
the root,tHUr4G4FAS,,,,,
the sand,Pys+]=62]_,,,,,
the school,xlvQpciXt6,,,,,
the screen,y}}q(#1yIC,,,,,
the sea,OkGR6H9_L],,,,,
the season,sN^qC_25K~,,,,,
the second,fpibEh7I@H,,,,,
the secretary,u#cqzLZ^}_,,,,,
the seed,I/9~TtG(O[,,,,,
the ship,QIIaQ%*)oY,,,,,
the shirt,K(-XPV;1e3,,,,,
the shoes,shvRW.h.Ct,,,,,
the shoulder,w4:#K=2AuL,,,,,
the side,QpESz:wES2,,,,,
the sign,M:h>$6wH:b,,,,,
the sister,Oj~O54ycAr,,,,,
the skin,nG8|~LyPjE,,,,,
the skirt,G1i=Y~njo4,,,,,
the sky,bMtNK2-oI_,,,above us,above us,
the snow,pI)(T:=@kV,,,,,
the soap,"IyKiv{,`h-",,,,,
the soldier,ePG{PK_[3[,,,,,
the son,y}o)s1)<9F,,,,,
the song,b2X+56A7)o,,,,,
the sound,KnY@U/k(g4,,,,,
the soup,s75U_V0fVc,,,,,
the south,Kzq%wJ?dKQ,,,,,
the spoon,l;(8bBq;e:,,,,,
the Spring,j%F|6]5ZT<,,,,,
the square,xnJQcB:kcJ,,,,,
the stain,k`Hs9@B7sB,,,,,
the star,Idu|6I_k(<,,,,,
the store/shop,"f&buZtzG,~",,,,,
the street/road,rrNvZ`FEzU,,,,,
the student,n_dL*rrWX7,,,,,
the suit,dk*d=IZy7{,,,,,
the Summer,m-BKgZZ%NE,,,,,
the sun,j9KGe)A@yt,,,,,
the T-shirt,xXT(@keWAS,,,,,
the table,vt$YQ2y8=k,,,,,
the teacher,w!I`/yu}[P,,,,,
the team,rQ6-EItD4[,,,,,
the tear,B.N?6A<gIL,,,,,
the telephone,E]]AeLu%t+,,,,,
the television,AGpf1DBQRX,,,,,
the theater,o;)FXLV]bk,,,,,
the time,F^PB!#$kL_,,,,,
the tire,qsC0ho+<Xm,,,on a vehicle,on a vehicle,
the toe,k*[ihKn#f<,,,,,
the tongue,iqD6>KK@q%,,,,,
the tool,"JnL,dOH{7c",,,,,
the tooth,"bpY`,KvERW",,,,,
the top,hlTdVbX.g[,,,,,
the town,DU*~-{tPZ-,,,,,
the train,t)B<9zAPeX,,,,,
the train station,gwIW?!+FEi,,,,,
the tree,gfiMWrXT:*,,,,,
the truck,jNP-Eu2Ohm,,,,,
the university,B$)$n7_OhF,,,,,
the valley,t8%3N]+.?Q,,,,,
the verb,CaXDp0Zr.@,,,,,
the victim,B)bH;UtD>p,,,,,
the voice,nv7=8/jI.i,,,,,
the vowel,cl^Qq0nH$*,,,,,
the waiter,dd}9f3I.jH,,,,,
the wall,h1)`h]:[r0,,,,,
the wave,h^<!$mHfnM,,,,,
the week,z/jw5^Yc+Q,,,,,
the west,v$/uT@v6NY,,,,,
the wife,z8Vp55*yS:,,,married,married,
the wind,"rGPl},E%@H",,,,,
the window,Bf`pDE(TBm,,,,,
the wing,jxR-]h7pdf,,,,,
the Winter,Le@Y*>oJzK,,,,,
the woman,bW{)f%gCxW,,,adult female,adult female,
the world,AQ6;ko$c_?,,,,,
the yard,A(J2}sn*><,,,outside space,outside space,
the year,iV7$X&cAyA,,,,,
they,IK+5.y{tV!,,,plural,plural,
thick,eQ[$)69gZ!,,,,,
thin,tguep*:TL&,,,,,
third (3rd),f/QE16uo*Z,,,,,
thirteen (13),ohLLYukN2*,,,,,
thirty (30),quri@mivkd,,,,,
thirty-one (31),kPfGk;Byh1,,,,,
thirty-two (32),pw>mG<R{nB,,,,,
three (3),bM[m(%BxGv,,,,,
Thursday,AY?Mub~Woh,,,,,
tight,qpz&agcL+R,,,,,
to beat,jUvpPN}8n&,,,,,
to bend,A9({1>1?5K,,,,,
to break,c]D6?B3`(/,,,,,
to build,m-*>b@J-[[,,,,,
to burn,FPNlpXD6D4,,,,,
to buy,ASZ_4eCSL>,,,,,
to call,"q,6/Q7zbL?",,,,,
to carry,Dkf.QMg}JM,,,in your hands,in your hands,
to catch,eIc~Wn0!a},,,,,
to clean,Ng1|#ng}Md,,,,,
to close,M+gqb(LPX>,,,,,
to cook,Q@_@afkgZa,,,,,
to count,N=.=++nx]6,,,,,
to cry,i40~<Y3BtK,,,,,
to cut,O[j%fL:N^`,,,,,
to dance,K^KqdLmmL/,,,,,
to die,hq@Yxct10q,,,,,
to dig,kGgMY~UDke,,,,,
to draw,o:hWEWSiUY,,,,,
to drink,GdNU;Wg`7=,,,,,
to drive,h;(7c:[YB$,,,,,
to eat,wUnoLR;4T),,,,,
to explode,j{U2nR&vdF,,,,,
to fall,qfQ85|-3#e,,,,,
to feed,rxk.?|9!S],,,,,
to fight,dtM=2)P*`=,,,,,
to find,JJSjaY<39N,,,,,
to fly,tqn+:.9+0@,,,,,
to follow,Q%%0_51bg{,,,,,
to go,xm&0R<RCr+,,,,,
to grow,LLJWzlE:>*,,,,,
to hang,eq{C>a6%ZE,,,,,
to hear,Q40j09P:^<,,,,,
to jump,r^Zeo[u~I8,,,,,
to kill,"i/V1,`PKgo",,,,,
to kiss,tZLT47J+%d,,,,,
to laugh,FXCnzG%O]d,,,,,
to learn,n%KwlCkGjJ,,,,,
to lie down,p}{gd:eJ`A,,,,,
to lift,z2P%%r!g%],,,,,
to listen,nB72+T(;jw,,,,,
to lose,G&k3E`=>}G,,,,,
to love,EP6s]FxAD{,,,,,
to marry,l3rF/_M`QH,,,,,
to melt,C7%Jo78Tvr,,,,,
to mix / to stir,NR&sf!yiU5,,,,,
to open,ipF`)i2f.n,,,,,
to pass by,GoeESP~3R!,,,,,
to pay,daBMzai2|d,,,,,
to play,nx0r#<7Cw,,,,,
to pray,AF}2BWT1lQ,,,,,
to pull,Fjv;OzSQ(b,,,,,
to push,uUZ8ptJA5D,,,,,
to run,d!)(M#0a[W,,,,,
to see,F{#i(y)N)%,,,,,
to sell,"GK4$%Bc3),",,,,,
to shake,EF!|t4[SIg,,,,,
to shoot (a gun),QNgv/jq4+0,,,,,
to sign,MmVymPbey>,,,,,
to sing,l${h@RL&r,,,,,
to sit,",5F;#i>P>",,,,,
to sleep,zVC?9r?2WJ,,,,,
to smell,bH?(YLZ1G%,,,,,
to smile,r.+F/j3UY{,,,,,
to speak / to say,fU2=~;plZv,,,,,
to stand,"kZ7v/Sb:,{",,,,,
to stop,gFC<vq;4}0,,,,,
to swim,B$1bthLp~~,,,,,
to taste,N~~4J}Rd>k,,,,,
to teach,e;lDg7sGW9,,,,,
to think,f.eAmV#4#(,,,,,
to throw,JD1u^ZZ;5b,,,,,
to touch,gGz2pIN|6.,,,,,
to turn,Jpy(ePx1f(,,,,,
to wake up,m0Z&]k#Zm,,,,,
to walk,o]YLK|Ox*~,,,,,
to wash,AYIz_YO+8{,,,,,
to watch,"FDE^2pp,7C",,,,,
to wear,I$hU4@&]1u,,,on your body,on your body,
to win,P2c+/)JiGG,,,,,
to work,P=$[)j~+%K,,,,,
to write,Np_~$2gsnb,,,,,
transportation,C%^L?]E||j,,,,,
Tuesday,xyZ]6ZL4>Z,,,,,
twelve (12),K6rF6F;vl],,,,,
twenty (20),eMr$)gcOey,,,,,
twenty-one (21),odNeW(B~`Z,,,,,
twenty-two (22),l`YZIwkEa:,,,,,
two (2),fNCDBZtkY1,,,,,
ugly,PGIJ|lwTto,,,,,
up,Qjxw7]AV%X,,,,,
war,f`=:={v~td,,,,,
warm,Gh:&`)JWjz,,,,,
water,y?sjRi4E7U,,,,,
we,m65Ty(B6$^,,,,,
weak,"d,,o%?gmoW",,,,,
wedding,c&a&($jb:&,,,,,
Wednesday,m:Qu6A$r!_,,,,,
weight,G_j22Qm.fC,,,,,
wet,ct?g&#[Qls,,,,,
white,QX;dJxqVzL,,,,,
wide,zUAc:O/]Zk,,,,,
wine,uB`AP^ZQLY,,,,,
wood,"mf]0{,$CMw",,,,,
yellow,M1<Ik1/sir,,,,,
yes,l6u:tYPmuz,,,,,
"you [plural, y'all]",k3/]RdC25x,,,,,
you [singular],H[_3qrAz0+,,,,,
young,"q4,`m/*O!j",,,,,
