key,guid,pronunciation hint,spelling hint,reading hint,listening hint,notes
pink,hNFIxI6}dq,,,,,
orange,nH4K_I&ieF,,,,,
black,CC%W<+EYc),,,,,
white,cNW`AMTP`Q,,,,,
gray,bw?y@Q*CZp,,,,,
the color,maMtQY/B]d,,,,,
the son,MI&9[X&Tus,,,,,
the daughter,v@aP7JRv;^,,,,,
the mother,"HWA2?+T,Lj",,,,,
the father,D-nj^8Sju?,,,,,
the parent,"yv,~(d?aW-",,,,,
the baby,OLTz3XL6Wb,,,,,
the man,QdYk.Bxs$<,,,,,
the woman,rz3JZeom/w,,,,,
the brother,N{f%64=7L],,,,,
the sister,ryCOC]?Xlb,,,,,
the family,PKD@0Y|r~o,,,,,
the grandfather,G+Q?X3d=2!,,,,,
the grandmother,=LN_2}`]D,,,,,
the husband,Ma9On>?$(:,,,,,
the wife,y$Hofx<mc#,,,,,
the king,MuK7rUAy7S,,,,,
the queen,ozBB3!LK`2,,,,,
the president,Nx|Q+NF/;Q,,,,,
the neighbor,rYR0.)O{JJ,,,,,
the boy,NQK$ES(:f@,,,,,
the girl,FoNT.I9+QU,,,,,
the child,h@t$8iD}LE,,,,,
the adult,KxILIXyqQd,,,,,
the human,p>O?`?`/kj,,,,,
the friend,FsqfRqxktm,,,,,
the victim,l(%>#9SIC~,,,,,
the player,f1PwH9Mlq,,,,,
the fan [person],BX_v`)g5t),,,,,
the crowd,z[fP5^:9x.,,,,,
the person,QBo`FlHZ5`,,,,,
the teacher,KWOBv$cP-a,,,,,
the student,hcU|62_c-a,,,,,
the lawyer,"x,p>O!&}n}",,,,,
the doctor,"K%z,|2+Jfl",,,,,
the patient,"eb>;=JQu,P",,,,,
the waiter,b6Y=C~?(EJ,,,,,
the secretary,jy&~rCw|8Z,,,,,
the priest,FUdedKns%I,,,,,
the police,BRh5+):nJn,,,,,
the army,gcPum<Hmmp,,,,,
the soldier,eLKxGu&NC2,,,,,
the artist,AR{n@hM6u6,,,,,
the author,i9H3?c$m5#,,,,,
the manager,EA1(4.cLbM,,,,,
the reporter,wBHq@-07}g,,,,,
the actor,y2/oZCtAdQ,,,,,
the job,"m81YY,;MZf",,,,,
religion,DGN~yzj)/8,,,,,
heaven,"Gz,dR)|VC~",,,,,
hell,B1A$PoE{Cn,,,,,
death,Jpw*HLEM%5,,,,,
medicine,r):.cLxjy.,,,,,
money,v:CxkeLj?^,,,,,
the dollar,f.zSd__3*G,,,,,
the bill [bank note],"nA?W,v|QX",,,,,
marriage,ouE_=D*-l+,,,,,
wedding,xSwNRN`|I$,,,,,
the team,"Ln.MV@7,1K",,,,,
relationship,wn@x9TZF0O,,,,,
race [ethnicity],H.pRrMbcS7,,,,,
sex [the act],cAbgl-_vRY,,,,,
sex [gender],J`Ysj#HZt:,,,,,
murder,tvNbh^Lr=I,,,,,
prison,w_kEizw%wB,,,,,
technology,fRtpT1z[l(,,,,,
energy,hAc?q$t[k~,,,,,
war,KY]LI!12Eo,,,,,
peace,"Q,JuQtUZp>",,,,,
the attack,e_rMNSxmn>,,,,,
the election,g`olpE!A*F,,,,,
the magazine,kXCj8;$Yh/,,,,,
the newspaper,u2G;D!Sz|k,,,,,
poison,baT<!EO:oZ,,,,,
the gun,EiQ<j>t17l,,,,,
sport,dRqV)&7TVR,,,,,
race [sport],G:WO@Q]FJ$,,,,,
exercise,L1?V2T&LW7,,,,,
the ball,PanI%i.@}X,,,,,
the game,ufX;!cPSt0,,,,,
the price,ybY89Y>[fV,,,,,
the contract,imN=4A]]W`,,,,,
the drug,:(2V_F+^H,,,,,
the sign,yOG$2)EOZ%,,,,,
science,JYl<`8G4dx,,,,,
God,Q%4dp)l>@V,,,,,
the band [music],JZLj!h^}*o,,,,,
the song,AqN#{4<8P),,,,,
the instrument,c?o|23c9zR,,,,,
music,Ofo50x7=(,,,,,
the movie,sC$^Gwy7jV,,,,,
art,T5/>%c&H7,,,,,
coffee,L:Bk5<nEOr,,,,,
tea,mj`!zb^n%?,,,,,
wine,s|2c3cby#$,,,,,
beer,m7aX[.[^s(,,,,,
juice,He4>mpcL7m,,,,,
water,"oD7e~+e,TB",,,,,
milk,k5(oc}|8?+,,,,,
the beverage,u~yd$h!{D<,,,,,
the egg,H3YR.NK3nN,,,,,
the cheese,id0}rW>Fxx,,,,,
the bread,m2M}H23m9?,,,,,
the soup,"n)>*F,4p1{",,,,,
the cake,xkB9F.a#+%,,,,,
the chicken,Uu/Hy_~o;,,,,,
the pork,Oc2ptnT%s{,,,,,
the beef,JJVjUs?R~+,,,,,
the apple,M8m;UK!<g:,,,,,
the banana,F<F97l;yB2,,,,,
the orange,yDvd$T8qI%,,,,,
the lemon,exwm[rj=t:,,,,,
the corn,"$S5,:o8<1",,,,,
rice,"szs+ztn;`,",,,,,
oil,KeQz.Q3$x7,,,,,
the seed,J&v)q[:OId,,,,,
the knife,"C9|&W<8{,q",,,,,
the spoon,"f~&QPXyF@,",,,,,
the fork,PHaA#b/upi,,,,,
the plate,"DdaPs^,-EL",,,,,
the cup,wTmR9to9[},,,,,
breakfast,Dk+OGGi4Ag,,,,,
lunch,eT8YLE.hyN,,,,,
dinner,AjE~`9InQv,,,,,
sugar,uWI+@Mt6*-,,,,,
salt,k6B=)wH{WU,,,,,
the bottle,sG[%rr}74l,,,,,
food,G`B?5+bF>[,,,,,
the table,K-$#VU{?LA,,,,,
the chair,potn|TM1YM,,,,,
the bed,d+Z-LD9H1],,,,,
the dream,FasnHN3Y=L,,,,,
the window,KM_9eh8T_Q,,,,,
the door,AxI3;W&|LS,,,,,
the bedroom,Nfn^[C%.Cu,,,,,
the kitchen,uRB0_&{Sf_,,,,,
the bathroom,MlTXV]Sgu;,,,,,
the pencil,v(S{JI4s]&,,,,,
the pen,I+u+eEbh5#,,,,,
the photograph,Ff6-[9Se8X,,,,,
the soap,hF)xFy@`(s,,,,,
the book,oId|7)A!=W,,,,,
the page,Rf4o*]OBg7,,,,,
the key,"lC~Co%>,KP",,,,,
the paint,A|j1ITr;HH,,,,,
the letter,MRnK(QTrf],,,,,
the note,u_Ex@7VBgQ,,,,,
the wall,nCC^Ch7h:5,,,,,
the paper,E@:-_NZC7!,,,,,
the floor,AHQ*4#Oh#j,,,,,
the ceiling,"BTDF)H,)^V",,,,,
the roof,NGeXdOgoM^,,,,,
the pool,q-g@0+o=F^,,,,,
the lock,m%PL2n9lx*,,,,,
the telephone,h)$$HSpfui,,,,,
the garden,npVfe;F54N,,,,,
the yard,j|{Fjs@3fp,,,,,
the needle,Q>>Li`=fQ2,,,,,
the bag,DE]JIE*X>W,,,,,
the box,NX:wes|EJI,,,,,
the gift,rcd0+-vvj_,,,,,
the card,l~&1~CfO+:,,,,,
the ring,"t5]<A&u,|G",,,,,
the tool,gu)*!J&h.7,,,,,
the clock,"c^:%8BO,|u",,,,,
the lamp,d4R2Y1l&dF,,,,,
the fan [appliance],vO~Z5y%wD6,,,,,
the cell phone,D+FAyIDbC9,,,,,
the network,"G,w0Tur3Ee",,,,,
the computer,r{@nt(yH8r,,,,,
the program,du%9lLBTcj,,,,,
the laptop,r)Q.c1gKJu,,,,,
the screen,h^<lb60c3$,,,,,
the camera,p]8l~wZbKc,,,,,
the television,E[kA?#ThI),,,,,
the radio,wR:KxIqz~e,,,,,
the head,"nE*I,h<6(%",,,,,
the neck,mb?IX5*+m},,,,,
the face,tT}n^gIP_`,,,,,
the beard,mArc)mY1^!,,,,,
the hair,k|-3qE6M#_,,,,,
the eye,gZ:g_;E0?L,,,,,
the mouth,h{5{A@p+.l,,,,,
the lip,kI;vO+:].],,,,,
the nose,ff8>z&~83;,,,,,
the tooth,JP*k}TF8R@,,,,,
the ear,bW+`b_*UVg,,,,,
the tear,q|CXx{ylqs,,,,,
the tongue,AlS9C>&yGU,,,,,
the back [anatomy],bOV>C4*_O0,,,,,
the toe,hD/(95?:@<,,,,,
the finger,Ik[%)[*zse,,,,,
the foot,rt34I5s1Xa,,,,,
the hand,qDkVV)aq0r,,,,,
the leg,mptF9Ru%Oy,,,,,
the arm,y`QyUu_S>&,,,,,
the shoulder,H31NZ~T{<},,,,,
the heart,LcIN4`Sp8.,,,,,
blood,A9)2xxITL],,,,,
the brain,L.1VX.lB>9,,,,,
the knee,I7Jv(d7J1[,,,,,
sweat,KdyUARLFjm,,,,,
disease,u12Q_:cEmA,,,,,
the bone,ElLFDC7NfF,,,,,
the voice,l|Gi2PN|SO,,,,,
the skin,bhIP`NQ>@o,,,,,
the body,i[#E3#k~Z.,,,,,
the sea,Q!Co{-Oh%S,,,,,
the ocean,CXX2EJ77>f,,,,,
the river,Da}_fG:9CG,,,,,
the mountain,l1OE@J>HUM,,,,,
the rain,P6(5<8T$M`,,,,,
the snow,gI422hYn^/,,,,,
the tree,"D/VXRMyb?,",,,,,
the sun,Ib)2}9xP32,,,,,
the moon,dSFS0HeVQe,,,,,
the world,z}#7*}pzF0,,,,,
the forest,PlpCc#1#j$,,,,,
the sky,g;LDNNLGt},,,,,
the plant,DEGw)a`XZ%,,,,,
the wind,j3]2~]g=a8,,,,,
soil/earth [ground],"CzhkQyd,1{",,,,,
the flower,wJpskZU{k8,,,,,
the valley,QU#eg8{#X9,,,,,
the root,ns3C0EAeKm,,,,,
the lake,t{-caI0BVW,,,,,
the star,jhUl+&NjDG,,,,,
the grass,tE~H>V~FE),,,,,
the leaf,"p.),>=1Y?+",,,,,
the air,I`Ai^[OLP|,,,,,
the sand,g)^50jJ|d9,,,,,
the beach,DXTQ/Os6L},,,,,
the wave,P:*oj(QNOx,,,,,
the fire,y=lXCIw#1J,,,,,
the ice,RgHc&yE$AS,,,,,
the island,[e;fJ(~a5,,,,,
the hill,"l,V*e>G+x@",,,,,
the heat,QU3#EMRh~5,,,,,
nature,A(p[EKf=%p,,,,,
glass,xp+d!@0r>1,,,,,
metal,JCmw^T>%~),,,,,
plastic,e}=Yg&46x2,,,,,
wood,q$Zp5pMU8,,,,,
stone,hu@|QrQ^oN,,,,,
diamond,B*:2I+OvJ&,,,,,
clay,p@E0>&WF)z,,,,,
dust,O|*V>(;?G.,,,,,
gold,n-S%nlb;:J,,,,,
copper,KRtDxyB.%L,,,,,
silver,lx-a4wAHq<,,,,,
material,lGR(z]x+pN,,,,,
the meter,w76M-70!p%,,,,,
the centimeter,"jHGw+,_+;*",,,,,
the kilogram,QJny>tu#lE,,,,,
the inch,"B,IM(=`Ur@",,,,,
the foot [measurement],"H~F3,E{Ek-",,,,,
the pound,A=+4*+:FNY,,,,,
the half,q/$<ir+=oT,,,,,
the circle,DuI%eI|70g,,,,,
the square,id0O9C{t)`,,,,,
temperature,CR*[fFQF*-,,,,,
the date,xCo+~_(.&g,,,,,
weight,QE/oDU:*kY,,,,,
the edge,n6yS4ojw+g,,,,,
the corner,zY3K:%ackC,,,,,
the map,QRi13an)}G,,,,,
the dot,"pPx,&Mc$Pa",,,,,
the consonant,cJiJD>`O~.,,,,,
the vowel,zeAZ|yA~MO,,,,,
the light,jtt1.hU@I&,,,,,
the sound,J8!9Z@dhGg,,,,,
yes,tAQB2*Xz<,,,,,
no,j.&9$/:8(;,,,,,
the piece,bFUc1ARl!>,,,,,
pain,sJ.?4e@|wp,,,,,
the injury,zT2_PB>C8$,,,,,
the hole,E4b+rg3Uux,,,,,
the image,Ln4M4q*=7z,,,,,
the pattern,OD?QacYR@v,,,,,
the noun,eML/)T<6&c,,,,,
the verb,y+voZD1I%3,,,,,
the adjective,qpyZrnhebj,,,,,
the top,JPu&cdP/@q,,,,,
the bottom,pF58`~Vux=,,,,,
the side,n;k5xa.J1s,,,,,
the front,G$$p%ZH3^:,,,,,
the back [location],DXV/>{BC&y,,,,,
the outside,le-jzWrjeD,,,,,
the inside,g`MhU&aI?h,,,,,
up,GB2KU?e:&*,,,,,
down,le.4L@OiUY,,,,,
left,MLIjT&:@N{,,,,,
right,QUCOPS#>a-,,,,,
straight,f!DcHzsllP,,,,,
the north,b4[nJv%l7h,,,,,
the south,tR2.%-6Q}t,,,,,
the east,w=+7BEd#mZ,,,,,
the west,F>0uN_CG*],,,,,
the direction,nvFl(4npl?,,,,,
the Summer,"yt`J?kh*2,",,,,,
the Spring,m+Ye|ClX`+,,,,,
the Winter,rjG51NOB`t,,,,,
the Fall,s$kZ58BH;n,,,,,
the season,"giA*1+~-,O",,,,,
one (1),m_1SFGww+I,,,,,
two (2),rkVC/hme);,,,,,
three (3),h1c5KT*tu8,,,,,
four (4),Dc+Q?[51@/,,,,,
five (5),mX<iI-~q`$,,,,,
six (6),bkyB<C*kSw,,,,,
seven (7),O`~u*J%6.D,,,,,
eight (8),B1IgfSoL|9,,,,,
nine (9),"i-@H|,A5*:",,,,,
ten (10),J%<*!FP(@s,,,,,
eleven (11),g=|x1P4:}P,,,,,
twelve (12),G]s76>HuH],,,,,
thirteen (13),uUzxyrC)]J,,,,,
fourteen (14),il>]*:c*X-,,,,,
fifteen (15),bj9PH!9O{U,,,,,
sixteen (16),v[`]w*=%I^,,,,,
seventeen (17),C.zSO0CP!U,,,,,
eighteen (18),N=P;[7z&JX,,,,,
nineteen (19),szi?~tcaeu,,,,,
twenty (20),L>z>$<Q3K{,,,,,
twenty-one (21),MRVH_C_qe[,,,,,
twenty-two (22),Q_PTN`)Krv,,,,,
thirty (30),OFKMm)^-W-,,,,,
thirty-one (31),w%22Jk}uqT,,,,,
thirty-two (32),nO`faUXa@&,,,,,
forty (40),KI3O(2A~XJ,,,,,
forty-one (41),uPvA_9llHx,,,,,
forty-two (42),"N`W1!h,29,",,,,,
fifty (50),MgtrBU!pNX,,,,,
fifty-one (51),B[rHv$lGtv,,,,,
fifty-two (52),E<S#FvTp_+,,,,,
sixty (60),x/9_Bz>>l@,,,,,
sixty-one (61),k~/cDRF0s2,,,,,
sixty-two (62),tZJoP8_W`D,,,,,
seventy (70),Qm|<H$t)MG,,,,,
seventy-one (71),"u_T>Gl~,06",,,,,
seventy-two (72),m`tY@X<V7-,,,,,
eighty (80),si8wc3wUxV,,,,,
eighty-one (81),lKfdKI3dgz,,,,,
eighty-two (82),dTfu2b2*yq,,,,,
ninety (90),pa*S`/9_C7,,,,,
ninety-one (91),u[QSl*N!4B,,,,,
ninety-two (92),NH%oc2HZ#,,,,,
one hundred (100),AG{VkntV{~,,,,,
one hundred one (101),wpZt<C@#qE,,,,,
one hundred two (102),hmwsBKlZoL,,,,,
one hundred ten (110),EjhpgWuDp%,,,,,
one hundred eleven (111),Chi5a[A!M^,,,,,
one thousand (1000),o{`<F&ALNG,,,,,
one thousand one (1001),Dtw-rQ4&Rr,,,,,
"ten thousand (10,000)",svd*-mj~X),,,,,
"one hundred thousand (100,000)",NVqANz+&u[,,,,,
"one million (1,000,000)",k-?Rl*}fTp,,,,,
"one billion (1,000,000,000)",v@ns&qPIbY,,,,,
first (1st),pO%Lx`vj_5,,,,,
second (2nd),Q05>4-^qx~,,,,,
third (3rd),"xq#IHw7$v,",,,,,
fourth (4th),kN4s]J/c/=,,,,,
fifth (5th),HbaZ9d3XD],,,,,
the number,wkgiXng5`~,,,,,
January,IEJ1=zl]Y%,,,,,
February,wD<Vw|ex$r,,,,,
March,Ej`#H2m:G,,,,,
April,IJs>Y=;sQB,,,,,
May,jC0s?)BQ2|,,,,,
June,ki9Kz.$3q=,,,,,
July,d$Muj!x;A>,,,,,
August,e>c3C%{It?,,,,,
September,LyI#R!U31q,,,,,
October,e59sE%pBT+,,,,,
November,H(]-6&~bj6,,,,,
December,BE)UvI|bwt,,,,,
Monday,F*q8A^}GPf,,,,,
Tuesday,vP@Wnr~]c7,,,,,
Wednesday,P2~[=M9EVA,,,,,
Thursday,Mn+vX/#a~7,,,,,
Friday,IA%fl)U|92,,,,,
Saturday,g*?5~9JdSI,,,,,
Sunday,fH;Ch}fu:v,,,,,
the year,"Jji0,gv]dq",,,,,
the month,j7xU/(X@X?,,,,,
the week,gbHi/p9}^*,,,,,
the day,eC[mRYYjoU,,,,,
the hour,C]P?[qXQdm,,,,,
the minute,g#>mj4J<+v,,,,,
the second,vfc1O^[(u8,,,,,
the morning,"nk=U/8,~OE",,,,,
the afternoon,gS]yd!*tZB,,,,,
the evening,uBm~/WY%e&,,,,,
the night,p?#%pK44cm,,,,,
the time,Om+sK53Yti,,,,,
to work,x&6Qf1w:|F,,,,,
to play,b|mOt)uetj,,,,,
to walk,An?oWQM&O$,,,,,
to run,z#g>n7g>?k,,,,,
to drive,MsMvz~>b$b,,,,,
to fly,rR/i=u!tn3,,,,,
to swim,MUso%$40tO,,,,,
to go,y}2[TL5v!o,,,,,
to stop,Rd%|E5y3n],,,,,
to follow,h$lX9D{wPU,,,,,
to think,r&KT^u]S3v,,,,,
to speak / to say,J0sVYXa8/T,,,,,
to eat,"Q7dkh$`,Pr",,,,,
to drink,M-nsp3Js~{,,,,,
to kill,thD-Q+P-jS,,,,,
to die,~7hV>p3wQ,,,,,
to smile,c;%TR96t$B,,,,,
to laugh,c##?u(-8?R,,,,,
to cry,noDx5FPz;z,,,,,
to buy,n>Z1d[6nMv,,,,,
to pay,J-Hbl(sja;,,,,,
to sell,tYYJiO=JN3,,,,,
to shoot (a gun),"b,b2ZLH/9t",,,,,
to learn,MEu]du6.Q},,,,,
to jump,jWr:G;%C5+,,,,,
to smell,y%E6[5k;Cj,,,,,
to hear,y5@.@xiVs(,,,,,
to listen,IyT>Dv@p|S,,,,,
to taste,v3nn]+wPMm,,,,,
to touch,"QbN0jaT,`)",,,,,
to see,ESGDOvlf+-,,,,,
to watch,l[1QYT_zt=,,,,,
to kiss,Cblt7p.jj],,,,,
to burn,sh)e%kPWW%,,,,,
to melt,y9fN+0E80|,,,,,
to dig,"Gs>BF,&x*-",,,,,
to explode,J!a=qmF9|B,,,,,
to sit,M~xB}a9!rH,,,,,
to stand,JhyuivJ_-z,,,,,
to love,kekV=WekIf,,,,,
to pass by,bx~Q>4/*V0,,,,,
to cut,c^{l51d6X!,,,,,
to fight,K7_r:lcDv^,,,,,
to lie down,D;(x:0}0l$,,,,,
to dance,cVS/HuDnh.,,,,,
to sleep,yH}^C}(XU_,,,,,
to wake up,yn:$1ySCQN,,,,,
to sing,o3dQ$y=X%!,,,,,
to count,t`(Lq82pe],,,,,
to marry,nE[B6@U+f-,,,,,
to pray,i))PS%h~el,,,,,
to win,Fo|);sw!7H,,,,,
to lose,F)JMn%8I{|,,,,,
to mix / to stir,zZX97+IYf7,,,,,
to bend,e3AsnZjxEM,,,,,
to wash,t6h#-uMNEI,,,,,
to cook,j%c(A%O(ZW,,,,,
to open,B<Lh35tpym,,,,,
to close,P{*H?j;/3r,,,,,
to write,O@;^1iRxVr,,,,,
to call,IKY.Y9#[TX,,,,,
to turn,wPCX{J)G}*,,,,,
to build,uVqiv^>Jtx,,,,,
to teach,u6$b@{T;c=,,,,,
to grow,LRqHc993Z[,,,,,
to draw,Gq=K5m/Edu,,,,,
to feed,NWC_K4+VTV,,,,,
to catch,yc!^)Ie/X/,,,,,
to throw,HhpPi*%:G,,,,,
to clean,"oACdUz~{,l",,,,,
to find,s~`MMLcAI:,,,,,
to fall,yMWV5t+Ul^,,,,,
to push,K-S{Qzv|ua,,,,,
to pull,cr#*|@H.qT,,,,,
to carry,Mdng{+$j62,,,,,
to break,v%(~$NQ7|y,,,,,
to wear,E:wwQP-A]<,,,,,
to hang,IW&0srQkHl,,,,,
to shake,tvJOF-)o%w,,,,,
to sign,vstPWj$RDo,,,,,
to beat,s|z<f>cl8d,,,,,
to lift,g#LVBFu4&:,,,,,
long,vg4sVHAVlW,,,,,
"short [opposite of ""long""]","QW,v#%`Sm8",,,,,
tall,fmtwu=o-*F,,,,,
"short [opposite of ""tall""]",ij!CdS!>t0,,,,,
wide,Jr)qYxxg&/,,,,,
narrow,t=!80w9Ung,,,,,
big / large,;]pG<9<Oo,,,,,
small / little,ECXmCdvw/[,,,,,
slow,o@O[m!}{pj,,,,,
fast,sDo%}Yo;v>,,,,,
hot,d[XKaC3hCQ,,,,,
cold,L|31kSu!H<,,,,,
warm,GQ`(7c8HAe,,,,,
cool,QbsI$400Y>,,,,,
new,jwzQIq;qeT,,,,,
"old [opposite of ""new""]",v1.YBae3rh,,,,,
young,F}mlvD?x.r,,,,,
"old [opposite of ""young""]",x%o@{|3z?q,,,,,
good,Mr@xIaE-8b,,,,,
bad,Qj8`Qy(+_F,,,,,
wet,l7I3$&s-E8,,,,,
dry,cHl;8t&ceo,,,,,
sick,vi$wMkxsT9,,,,,
healthy,CcJh0%H{$K,,,,,
loud,MkT)qH]r=R,,,,,
quiet,zI~K2@8Tyj,,,,,
happy,H1AygZ*/g+,,,,,
sad,oJO&F_pgc:,,,,,
beautiful,K#IP/bu1C`,,,,,
ugly,OWFdpUjaTj,,,,,
deaf,"jwDW{bOeJ,",,,,,
blind,H3PIPUtgDS,,,,,
nice,x)C:M*KW*&,,,,,
mean,mBGGt($^&E,,,,,
rich,Fyv18NJ<N#,,,,,
poor,ziWqnpj)Rm,,,,,
thick,QnT|Fce|O9,,,,,
thin,ktr%mj__[_,,,,,
expensive,I}jX|i<Dw6,,,,,
cheap,H+h}Df5)t*,,,,,
flat,iLt?~9e3bc,,,,,
curved,g)SrcXSU(I,,,,,
male,B~*jcK+f@V,,,,,
female,IcBK!&)y?m,,,,,
tight,HPZIlQ>T=`,,,,,
loose,Ka!V@0UFb9,,,,,
high,"A(VtxJ,HCU",,,,,
low,Fz=m5p6J@A,,,,,
soft,ecC[rj5mL9,,,,,
hard,qho7@JZ3az,,,,,
deep,p[F}_#H:P3,,,,,
shallow,pC(fI]lHl=,,,,,
clean,yS~jtIqu2g,,,,,
dirty,"Q,VIey{kkE",,,,,
strong,d.j?$/QX{N,,,,,
weak,mDDp+XP<HE,,,,,
dead,Qc|krrMBi{,,,,,
alive,OwPE-GuS=H,,,,,
heavy,xSt%xhN{Ys,,,,,
"light [opposite of ""heavy""]",Pyjg#%ly|],,,,,
dark,h.e>vq]R6U,,,,,
"light [opposite of ""dark""]",DG&GF@^2fy,,,,,
nuclear,DXPEfZ!rbb,,,,,
famous,w(Oh[n3sC,,,,,
I,nmsDnEm6PU,,,,,
you [singular],w^P|NfHVzK,,,,,
he,vVbe?#I;<W,,,,,
she,k[=JdCr5$Q,,,,,
it,"PSA{,Xwh6C",,,,,
we,Gx]WQE:$7?,,,,,
"you [plural, y'all]",B2E1C7ghI[,,,,,
they,FM%e{s;6m#,,,,,
